risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,17,0,0,0,0,0,1,2.2783333333333333,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,155,155,9075.0,7,0.04516129032258064,105,42,2.2769444444444447,30.0,0.03333333333333333,88,0.6818181818181818,1,42.0,32
Low,runtime,mainline_delivery_proxy,api_backend,main,other,17,0,0,0,0,0,1,0.6647222222222222,1,1,1,2,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,93,93,7287.0,1,0.010752688172043012,58,13,0.32666666666666666,22.0,0.0,25,0.56,1,42.0,92
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,17,0,0,0,0,0,1,0.0008333333333333334,1,6,6,12,2,1.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,146,146,56472.0,10,0.0684931506849315,109,56,0.08416666666666667,3.0,0.0,45,0.8444444444444444,1,42.0,97
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,17,0,0,0,0,0,1,0.0008333333333333334,1,6,6,12,2,1.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,147,147,56484.0,10,0.06802721088435375,110,56,0.0,4.0,0.0,46,0.8478260869565217,1,42.0,98
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,17,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,2,1.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,148,148,56496.0,10,0.06756756756756757,111,57,0.0002777777777777778,5.0,0.0,47,0.851063829787234,1,42.0,99
High,runtime,mainline_delivery_proxy,identity_security,main,other,17,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,94,94,7289.0,1,0.010638297872340425,58,13,0.06638888888888889,58.0,0.017241379310344827,0,0.0,1,42.0,93
Medium,runtime,mainline_delivery_proxy,identity_security,main,build,17,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,95,95,7291.0,1,0.010526315789473684,59,13,0.0,59.0,0.01694915254237288,1,1.0,1,42.0,94
High,runtime,mainline_delivery_proxy,identity_security,main,verification,17,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,96,96,7293.0,1,0.010416666666666666,60,13,0.0,60.0,0.016666666666666666,2,1.0,1,42.0,95
Medium,runtime,mainline_delivery_proxy,identity_security,main,other,17,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,97,97,7295.0,1,0.010309278350515464,61,13,0.0,61.0,0.01639344262295082,3,1.0,1,42.0,96
High,runtime,mainline_delivery_proxy,identity_security,main,quality,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,98,98,7297.0,1,0.01020408163265306,62,14,0.0002777777777777778,62.0,0.016129032258064516,4,1.0,1,42.0,97
Medium,runtime,mainline_delivery_proxy,identity_security,main,quality,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,99,99,7299.0,1,0.010101010101010102,63,15,0.0,63.0,0.015873015873015872,5,1.0,1,42.0,98
Medium,runtime,mainline_delivery_proxy,identity_security,main,verification,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,100,100,7301.0,1,0.01,64,16,0.0,64.0,0.015625,6,1.0,1,42.0,99
Medium,runtime,mainline_delivery_proxy,identity_security,main,verification,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,101,101,7303.0,1,0.009900990099009901,65,16,0.0,65.0,0.015384615384615385,7,1.0,1,42.0,100
High,runtime,mainline_delivery_proxy,identity_security,main,other,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,102,102,7305.0,1,0.00980392156862745,65,16,0.0,66.0,0.015151515151515152,8,0.875,1,42.0,101
High,runtime,mainline_delivery_proxy,identity_security,main,verification,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,103,103,7307.0,1,0.009708737864077669,66,16,0.0,67.0,0.014925373134328358,9,0.8888888888888888,1,42.0,102
High,delivery-platform,mainline_delivery_proxy,database,main,other,17,0,0,0,0,0,1,0.0008333333333333334,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,156,156,9078.0,7,0.04487179487179487,106,42,0.24888888888888888,31.0,0.06451612903225806,0,0.0,1,42.0,33
High,delivery-platform,mainline_delivery_proxy,database,main,quality,17,0,0,0,0,0,1,0.0011111111111111111,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,157,157,9985.0,7,0.044585987261146494,107,43,0.0002777777777777778,32.0,0.0625,1,1.0,1,42.0,34
High,delivery-platform,mainline_delivery_proxy,database,main,quality,17,0,0,0,0,0,1,0.0011111111111111111,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,158,158,10892.0,7,0.04430379746835443,108,44,0.0,33.0,0.06060606060606061,2,1.0,1,42.0,35
High,delivery-platform,mainline_delivery_proxy,database,main,verification,17,0,0,0,0,0,1,0.0011111111111111111,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,159,159,11799.0,7,0.0440251572327044,109,45,0.0,34.0,0.058823529411764705,3,1.0,1,42.0,36
High,delivery-platform,mainline_delivery_proxy,database,main,quality,17,0,0,0,0,0,1,0.0011111111111111111,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,160,160,12706.0,7,0.04375,110,46,0.0,35.0,0.05714285714285714,4,1.0,1,42.0,37
High,delivery-platform,mainline_delivery_proxy,database,main,other,17,0,0,0,0,0,1,0.001388888888888889,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,161,161,13613.0,7,0.043478260869565216,111,47,0.0002777777777777778,36.0,0.05555555555555555,5,1.0,1,42.0,38
High,delivery-platform,mainline_delivery_proxy,database,main,other,17,0,0,0,0,0,1,0.0016666666666666668,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,162,162,14520.0,7,0.043209876543209874,112,48,0.0002777777777777778,9.0,0.0,6,1.0,0,138.07,39
High,observability,mainline_delivery_proxy,shared_platform,main,build,18,0,0,0,0,0,1,0.0011111111111111111,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,104,104,12715.0,7,0.0673076923076923,58,24,2.7736111111111112,0.0,0.0,67,0.6268656716417911,0,108.44,15
Medium,observability,mainline_delivery_proxy,shared_platform,main,quality,18,0,0,0,0,0,1,0.0011111111111111111,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,105,105,13087.0,7,0.06666666666666667,59,25,0.0,1.0,0.0,68,0.6323529411764706,1,42.0,16
High,observability,mainline_delivery_proxy,shared_platform,main,verification,18,0,0,0,0,0,1,0.001388888888888889,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,106,106,13459.0,7,0.0660377358490566,60,25,0.0002777777777777778,2.0,0.0,69,0.6376811594202898,1,42.0,17
High,data-platform,explicit_deployment_intent,shared_platform,main,deployment,18,0,0,0,0,1,1,0.5538888888888889,1,6,6,12,2,1.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,149,149,56508.0,10,0.06711409395973154,112,58,0.5527777777777778,0.0,0.0,48,0.8541666666666666,1,42.0,93
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,69,69,7872.0,1,0.014492753623188406,34,5,0.7786111111111111,0.0,0.0,44,0.4090909090909091,1,42.0,69
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,70,70,8195.0,1,0.014285714285714285,34,5,0.0,1.0,0.0,45,0.4,0,120.19,70
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,71,71,8518.0,1,0.014084507042253521,35,5,0.0,2.0,0.0,46,0.41304347826086957,1,42.0,71
Medium,observability,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.17888888888888888,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,107,107,13831.0,8,0.07476635514018691,60,25,0.1775,36.0,0.027777777777777776,70,0.6285714285714286,1,42.0,18
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.777222222222222,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,18.0,0
Medium,runtime,mainline_delivery_proxy,identity_security,main,verification,18,0,0,0,0,0,1,0.6486111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,104,104,7309.0,1,0.009615384615384616,66,16,0.6472222222222223,23.0,0.0,10,0.8,1,42.0,95
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.889166666666667,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,5.0,0,0.0,0,0,0.11194444444444444,0.0,0.0,1,0.0,1,21.0,1
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.918888888888889,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,10.0,0,0.0,1,0,0.029722222222222223,0.0,0.0,2,0.5,0,110.06,2
Medium,developer-tools,mainline_delivery_proxy,frontend,release,other,18,0,0,0,0,0,1,20.155833333333334,1,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,72,72,8841.0,1,0.013888888888888888,36,5,0.24416666666666667,5.0,0.2,47,0.425531914893617,0,109.85,72
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,7.0072222222222225,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,3,3,15.0,0,0.0,2,0,0.08833333333333333,0.0,0.0,3,0.6666666666666666,1,27.0,3
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,4,4,20.0,0,0.0,3,0,0.0008333333333333334,0.0,0.0,4,0.75,1,30.0,4
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,5,5,72.0,0,0.0,3,0,0.0002777777777777778,1.0,0.0,5,0.6,0,118.03,5
Low,developer-platform,mainline_delivery_proxy,frontend,main,build,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,6,6,124.0,0,0.0,4,1,0.0,2.0,0.0,6,0.6666666666666666,1,36.0,6
Low,developer-platform,mainline_delivery_proxy,frontend,main,quality,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,7,7,176.0,0,0.0,5,1,0.0,3.0,0.0,7,0.7142857142857143,1,39.0,7
Low,developer-platform,explicit_deployment_intent,frontend,main,deployment,18,0,0,0,0,1,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,8,8,228.0,0,0.0,5,1,0.0,4.0,0.0,8,0.625,1,42.0,8
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,9,9,280.0,0,0.0,6,1,0.0,5.0,0.0,9,0.6666666666666666,1,42.0,9
Low,developer-platform,explicit_deployment_intent,frontend,main,deployment,18,0,0,0,0,1,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,10,10,332.0,0,0.0,7,1,0.0,6.0,0.0,10,0.7,0,114.59,10
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,11,11,384.0,0,0.0,7,1,0.0,7.0,0.0,11,0.6363636363636364,1,42.0,11
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,12,12,436.0,0,0.0,7,1,0.0,8.0,0.0,12,0.5833333333333334,1,42.0,12
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,13,13,488.0,0,0.0,8,1,0.0,9.0,0.0,13,0.6153846153846154,1,42.0,13
Low,developer-platform,mainline_delivery_proxy,frontend,main,verification,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,14,14,540.0,0,0.0,8,1,0.0,10.0,0.0,14,0.5714285714285714,1,42.0,14
Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,150,150,56520.0,11,0.07333333333333333,113,59,0.47888888888888886,11.0,0.0,49,0.8571428571428571,1,42.0,91
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,151,151,56526.0,11,0.0728476821192053,114,59,0.0,12.0,0.0,50,0.86,0,120.42,92
Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.001388888888888889,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,152,152,56532.0,11,0.07236842105263158,115,60,0.0002777777777777778,13.0,0.0,51,0.8627450980392157,1,42.0,93
High,runtime,mainline_delivery_proxy,identity_security,main,other,18,0,0,0,0,0,1,1.1705555555555556,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,105,105,7311.0,1,0.009523809523809525,67,17,0.5219444444444444,24.0,0.0,11,0.8181818181818182,1,42.0,96
High,developer-platform,explicit_deployment_intent,database,other,deployment,18,0,0,0,0,1,1,0.0019444444444444444,1,29873,29873,59746,300,-0.0,6,5,1,1,0,1,1,0,0.0,0,0,0,0,0,15,15,592.0,0,0.0,8,1,0.3788888888888889,0.0,0.0,0,0.0,1,42.0,15
Low,runtime,mainline_delivery_proxy,api_backend,main,quality,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,106,106,7313.0,1,0.009433962264150943,68,17,0.0625,68.0,0.014705882352941176,26,0.5384615384615384,1,42.0,97
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,107,107,7324.0,1,0.009345794392523364,68,17,0.0,69.0,0.014492753623188406,27,0.5185185185185185,1,42.0,98
Low,runtime,mainline_delivery_proxy,api_backend,main,quality,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,108,108,7335.0,1,0.009259259259259259,68,17,0.0,70.0,0.014285714285714285,28,0.5,1,42.0,99
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,109,109,7346.0,1,0.009174311926605505,69,17,0.0,71.0,0.014084507042253521,29,0.5172413793103449,1,42.0,100
Low,runtime,mainline_delivery_proxy,api_backend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,110,110,7357.0,1,0.00909090909090909,70,17,0.0,72.0,0.013888888888888888,30,0.5333333333333333,1,42.0,101
Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,153,153,56538.0,11,0.0718954248366013,116,60,0.7855555555555556,2.0,0.0,39,0.5897435897435898,1,42.0,94
Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.001388888888888889,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,154,154,56550.0,11,0.07142857142857142,116,60,0.0002777777777777778,3.0,0.0,40,0.575,1,42.0,95
Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.001388888888888889,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,155,155,56562.0,11,0.07096774193548387,116,60,0.0,4.0,0.0,41,0.5609756097560976,1,42.0,96
Medium,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,156,156,56574.0,11,0.07051282051282051,117,60,0.006388888888888889,5.0,0.0,42,0.5714285714285714,1,42.0,97
Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,157,157,56603.0,11,0.07006369426751592,118,61,0.0,6.0,0.0,43,0.5813953488372093,1,42.0,98
Medium,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,158,158,56632.0,11,0.06962025316455696,119,61,0.0,7.0,0.0,44,0.5909090909090909,1,42.0,99
High,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0016666666666666668,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,159,159,56661.0,11,0.06918238993710692,120,62,0.0005555555555555556,19.0,0.0,45,0.6,0,111.79,100
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,19,0,0,0,0,0,1,1.3091666666666666,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,73,73,8843.0,1,0.0136986301369863,36,5,1.0638888888888889,6.0,0.16666666666666666,48,0.4166666666666667,1,42.0,73
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,19,0,0,0,0,0,1,0.6727777777777778,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,111,111,7368.0,1,0.009009009009009009,70,17,0.6716666666666666,25.0,0.0,31,0.5161290322580645,1,42.0,102
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,74,74,9166.0,1,0.013513513513513514,36,5,0.14277777777777778,0.0,0.0,19,0.5789473684210527,1,42.0,74
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,75,75,9168.0,1,0.013333333333333334,36,5,0.0,1.0,0.0,20,0.55,1,42.0,75
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,76,76,9170.0,1,0.013157894736842105,37,5,0.0,2.0,0.0,21,0.5714285714285714,1,42.0,76
Medium,data-platform,mainline_delivery_proxy,documentation,main,verification,19,0,0,0,0,0,1,0.4736111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,160,160,56690.0,11,0.06875,121,63,0.47194444444444444,59.0,0.1694915254237288,46,0.6086956521739131,1,42.0,95
Low,runtime,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,1.073888888888889,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,112,112,7379.0,1,0.008928571428571428,71,17,0.4011111111111111,26.0,0.0,32,0.53125,1,54.0,103
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,113,113,7390.0,1,0.008849557522123894,71,17,0.06722222222222222,73.0,0.0136986301369863,60,0.7,1,54.0,104
Medium,runtime,mainline_delivery_proxy,shared_platform,main,quality,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,114,114,7482.0,1,0.008771929824561403,72,18,0.0,74.0,0.013513513513513514,61,0.7049180327868853,0,138.21,105
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,115,115,7574.0,1,0.008695652173913044,73,18,0.0,75.0,0.013333333333333334,62,0.7096774193548387,1,54.0,106
Low,runtime,mainline_delivery_proxy,shared_platform,main,build,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,116,116,7666.0,1,0.008620689655172414,74,19,0.0,76.0,0.013157894736842105,63,0.7142857142857143,1,54.0,107
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,117,117,7758.0,1,0.008547008547008548,74,19,0.0,77.0,0.012987012987012988,64,0.703125,1,54.0,108
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,118,118,7850.0,1,0.00847457627118644,74,19,0.0,78.0,0.01282051282051282,65,0.6923076923076923,0,132.34,109
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,119,119,7942.0,1,0.008403361344537815,75,20,0.0002777777777777778,79.0,0.012658227848101266,66,0.696969696969697,1,54.0,110
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,120,120,8034.0,1,0.008333333333333333,75,20,0.0,80.0,0.0125,67,0.6865671641791045,0,137.79,111
High,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,121,121,8126.0,1,0.008264462809917356,76,21,0.0,81.0,0.012345679012345678,68,0.6911764705882353,1,54.0,112
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,161,161,56719.0,12,0.07453416149068323,122,63,0.1436111111111111,8.0,0.0,52,0.8653846153846154,1,54.0,96
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,162,162,56763.0,12,0.07407407407407407,123,63,0.0,9.0,0.0,53,0.8679245283018868,1,54.0,97
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,163,163,56807.0,12,0.0736196319018405,124,64,0.0002777777777777778,10.0,0.0,54,0.8703703703703703,0,142.4,98
Low,developer-platform,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,1.8472222222222223,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,16,16,60338.0,0,0.0,9,2,1.4669444444444444,1.0,0.0,15,0.5333333333333333,1,54.0,16
Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,77,77,9172.0,1,0.012987012987012988,38,6,0.735,0.0,0.0,49,0.40816326530612246,0,152.49,77
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,78,78,9279.0,1,0.01282051282051282,39,6,0.0,1.0,0.0,50,0.42,0,135.21,78
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,79,79,9386.0,1,0.012658227848101266,40,7,0.0,2.0,0.0,51,0.43137254901960786,1,54.0,79
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,80,80,9493.0,1,0.0125,40,7,0.0030555555555555557,8.0,0.0,52,0.4230769230769231,1,54.0,80
