deployment_id,deployment_timestamp,split,risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
vercel/next.js:29311003094,2026-07-14 06:19:22+00:00,validation,Low,frontend-platform,explicit_deployment_intent,frontend,other,deployment,6,1,0,0,1,1,1,302.1661111111111,1,1,1,2,1,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,19,19,2686.0,3,0.15789473684210525,15,8,0.10166666666666667,12.0,0.0,1,1.0,0,152.44,19
microsoft/vscode:29311430036,2026-07-14 06:27:52+00:00,validation,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,6,1,0,0,1,0,1,0.0011111111111111111,1,279,313,592,8,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,174,174,32233.0,2,0.011494252873563218,109,33,0.37277777777777776,0.0,0.0,109,0.5963302752293578,1,54.0,174
microsoft/vscode:29311430053,2026-07-14 06:27:52+00:00,validation,Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,6,1,0,0,1,0,1,0.0011111111111111111,1,279,313,592,8,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,175,175,32825.0,2,0.011428571428571429,110,33,0.0,1.0,0.0,110,0.6,1,54.0,175
microsoft/vscode:29311430081,2026-07-14 06:27:52+00:00,validation,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,6,1,0,0,1,0,1,0.0011111111111111111,1,279,313,592,8,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,176,176,33417.0,2,0.011363636363636364,111,34,0.0,2.0,0.0,111,0.6036036036036037,1,54.0,176
ArgoProj/argo-cd:29312147029,2026-07-14 06:42:00+00:00,validation,Low,delivery-platform,mainline_delivery_proxy,api_backend,main,other,6,1,0,0,1,0,1,9.321111111111112,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,173,173,16595.0,8,0.046242774566473986,120,54,3.501388888888889,33.0,0.030303030303030304,23,0.782608695652174,1,54.0,46
apache/airflow:29312147335,2026-07-14 06:42:00+00:00,validation,High,data-platform,mainline_delivery_proxy,identity_security,main,verification,6,1,0,0,1,0,1,0.42916666666666664,1,100,34,134,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,1,187,187,73722.0,13,0.06951871657754011,145,77,0.42777777777777776,62.0,0.1935483870967742,24,1.0,1,54.0,98
vercel/next.js:29312165478,2026-07-14 06:42:21+00:00,validation,High,frontend-platform,mainline_delivery_proxy,api_backend,main,verification,6,1,0,0,1,0,1,0.48583333333333334,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,20,20,2688.0,4,0.2,15,8,0.38305555555555554,3.0,0.0,3,1.0,0,140.5,20
apache/airflow:29312216227,2026-07-14 06:43:19+00:00,validation,High,data-platform,explicit_deployment_intent,identity_security,main,deployment,6,1,0,0,1,1,1,0.45111111111111113,1,100,34,134,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,1,188,188,73856.0,13,0.06914893617021277,146,78,0.021944444444444444,63.0,0.19047619047619047,25,1.0,1,54.0,99
vercel/next.js:29312225945,2026-07-14 06:43:30+00:00,validation,Medium,frontend-platform,mainline_delivery_proxy,api_backend,main,verification,6,1,0,0,1,0,1,0.505,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,21,21,3238.0,4,0.19047619047619047,16,9,0.019166666666666665,1.0,1.0,4,1.0,1,54.0,21
vercel/next.js:29312567816,2026-07-14 06:50:10+00:00,validation,High,frontend-platform,explicit_deployment_intent,frontend,other,deployment,6,1,0,0,1,1,1,0.03833333333333333,1,441,3,444,5,-0.0,1,2,0,0,0,0,0,1,0.25,0,0,0,0,0,22,22,3788.0,5,0.22727272727272727,16,9,0.1111111111111111,0.0,0.0,2,0.5,0,122.53,22
vercel/next.js:29312568125,2026-07-14 06:50:10+00:00,validation,Medium,frontend-platform,explicit_deployment_intent,frontend,other,deployment,6,1,0,0,1,1,1,7.753055555555555,1,98,17,115,5,-0.0,1,2,0,0,0,0,0,1,0.25,0,0,0,0,0,23,23,4232.0,5,0.21739130434782608,17,9,0.0,4.0,0.0,3,0.6666666666666666,0,150.64,23
vercel/next.js:29312568330,2026-07-14 06:50:10+00:00,validation,Low,frontend-platform,explicit_deployment_intent,frontend,other,deployment,6,1,0,0,1,1,1,1.3836111111111111,1,59,12,71,3,-0.0,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,24,24,4347.0,5,0.20833333333333334,18,9,0.0,5.0,0.0,4,0.75,1,54.0,24
vercel/next.js:29312631743,2026-07-14 06:51:21+00:00,validation,High,frontend-platform,explicit_deployment_intent,api_backend,main,deployment,6,1,0,0,1,1,1,0.6358333333333334,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,25,25,4418.0,5,0.2,18,9,0.01972222222222222,2.0,1.0,5,0.8,0,150.36,25
vercel/next.js:29312820600,2026-07-14 06:54:51+00:00,validation,Medium,frontend-platform,explicit_deployment_intent,shared_platform,other,deployment,6,1,0,0,1,1,1,0.105,1,4,5,9,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,26,26,4968.0,6,0.23076923076923078,19,10,0.058333333333333334,13.0,0.07692307692307693,14,0.7142857142857143,1,54.0,26
vercel/next.js:29312820979,2026-07-14 06:54:51+00:00,validation,Medium,frontend-platform,explicit_deployment_intent,frontend,other,deployment,6,1,0,0,1,1,1,0.10805555555555556,1,7,8,15,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,27,27,4977.0,6,0.2222222222222222,20,11,0.0,14.0,0.07142857142857142,5,0.6,0,136.84,27
microsoft/vscode:29312928378,2026-07-14 06:56:50+00:00,validation,Low,developer-tools,mainline_delivery_proxy,documentation,main,verification,6,1,0,0,1,0,1,0.0011111111111111111,1,4,2,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,177,177,34009.0,2,0.011299435028248588,112,35,0.48277777777777775,0.0,0.0,0,0.0,1,54.0,177
microsoft/vscode:29312928422,2026-07-14 06:56:50+00:00,validation,Low,developer-tools,mainline_delivery_proxy,documentation,main,other,6,1,0,0,1,0,1,0.0011111111111111111,1,4,2,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,178,178,34015.0,2,0.011235955056179775,112,35,0.0,1.0,0.0,1,0.0,1,54.0,178
microsoft/vscode:29312928450,2026-07-14 06:56:50+00:00,validation,Low,developer-tools,mainline_delivery_proxy,documentation,main,other,6,1,0,0,1,0,1,0.0011111111111111111,1,4,2,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,179,179,34021.0,2,0.0111731843575419,113,35,0.0,2.0,0.0,2,0.5,1,54.0,179
ArgoProj/argo-cd:29313299343,2026-07-14 07:03:33+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0008333333333333334,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,174,174,16624.0,8,0.04597701149425287,121,54,0.3591666666666667,48.0,0.041666666666666664,89,0.6853932584269663,1,42.0,47
ArgoProj/argo-cd:29313300031,2026-07-14 07:03:34+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,175,175,16628.0,8,0.045714285714285714,122,54,0.0002777777777777778,49.0,0.04081632653061224,90,0.6888888888888889,1,42.0,48
ArgoProj/argo-cd:29313300066,2026-07-14 07:03:34+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,176,176,16632.0,8,0.045454545454545456,123,54,0.0,50.0,0.04,91,0.6923076923076923,0,110.61,49
ArgoProj/argo-cd:29313300110,2026-07-14 07:03:34+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,177,177,16636.0,8,0.04519774011299435,123,54,0.0,51.0,0.0392156862745098,92,0.6847826086956522,1,42.0,50
ArgoProj/argo-cd:29313300166,2026-07-14 07:03:34+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,7,1,0,0,0,0,1,0.0011111111111111111,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,178,178,16640.0,8,0.0449438202247191,124,55,0.0,52.0,0.038461538461538464,93,0.6881720430107527,1,42.0,51
ArgoProj/argo-cd:29313300549,2026-07-14 07:03:35+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.001388888888888889,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,179,179,16644.0,9,0.05027932960893855,124,55,0.0002777777777777778,53.0,0.05660377358490566,94,0.6808510638297872,1,42.0,52
ArgoProj/argo-cd:29313350114,2026-07-14 07:04:28+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0008333333333333334,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,180,180,16648.0,9,0.05,124,55,0.014722222222222222,54.0,0.05555555555555555,95,0.6736842105263158,1,42.0,53
ArgoProj/argo-cd:29313350716,2026-07-14 07:04:29+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,181,181,16696.0,9,0.049723756906077346,124,55,0.0002777777777777778,55.0,0.05454545454545454,96,0.6666666666666666,1,42.0,54
ArgoProj/argo-cd:29313350731,2026-07-14 07:04:29+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,182,182,16744.0,9,0.04945054945054945,125,55,0.0,56.0,0.05357142857142857,97,0.6701030927835051,1,42.0,55
ArgoProj/argo-cd:29313350736,2026-07-14 07:04:29+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0011111111111111111,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,183,183,16792.0,9,0.04918032786885246,126,55,0.0,57.0,0.05263157894736842,98,0.673469387755102,1,42.0,56
ArgoProj/argo-cd:29313350749,2026-07-14 07:04:29+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,7,1,0,0,0,0,1,0.0011111111111111111,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,184,184,16840.0,9,0.04891304347826087,127,55,0.0,58.0,0.05172413793103448,99,0.6767676767676768,1,42.0,57
ArgoProj/argo-cd:29313351046,2026-07-14 07:04:29+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0011111111111111111,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,185,185,16888.0,9,0.04864864864864865,128,55,0.0,59.0,0.05084745762711865,100,0.68,1,42.0,58
ArgoProj/argo-cd:29313352128,2026-07-14 07:04:31+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0016666666666666668,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,186,186,16936.0,9,0.04838709677419355,129,56,0.0005555555555555556,12.0,0.0,101,0.6831683168316832,1,42.0,59
vercel/next.js:29313630329,2026-07-14 07:09:36+00:00,validation,High,frontend-platform,explicit_deployment_intent,api_backend,main,deployment,7,1,0,0,0,1,1,0.94,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,28,28,4992.0,6,0.21428571428571427,20,11,0.24583333333333332,15.0,0.06666666666666667,6,0.8333333333333334,1,42.0,28
apache/airflow:29313997089,2026-07-14 07:16:12+00:00,validation,High,data-platform,explicit_deployment_intent,identity_security,main,deployment,7,1,0,0,0,1,1,0.9991666666666666,1,100,34,134,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,1,189,189,73990.0,14,0.07407407407407407,146,78,0.5480555555555555,12.0,0.0,26,0.9615384615384616,0,115.1,95
microsoft/vscode:29314570201,2026-07-14 07:26:35+00:00,validation,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,7,1,0,0,0,0,1,0.0011111111111111111,2,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,180,180,34027.0,2,0.011111111111111112,114,35,0.49583333333333335,0.0,0.0,112,0.6071428571428571,1,42.0,180
microsoft/vscode:29314570203,2026-07-14 07:26:35+00:00,validation,Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,7,1,0,0,0,0,1,0.0011111111111111111,2,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,181,181,34029.0,2,0.011049723756906077,115,36,0.0,1.0,0.0,113,0.6106194690265486,0,120.67,181
microsoft/vscode:29314570242,2026-07-14 07:26:35+00:00,validation,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,7,1,0,0,0,0,1,0.0011111111111111111,2,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,182,182,34031.0,2,0.01098901098901099,116,36,0.0,2.0,0.0,114,0.6140350877192983,0,110.74,182
vercel/next.js:29314808939,2026-07-14 07:30:52+00:00,validation,Medium,frontend-platform,mainline_delivery_proxy,api_backend,main,verification,7,1,0,0,0,0,1,1.2944444444444445,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,29,29,5542.0,6,0.20689655172413793,21,12,0.35444444444444445,3.0,1.0,7,0.8571428571428571,0,110.65,29
apache/airflow:29314815664,2026-07-14 07:30:59+00:00,validation,High,data-platform,mainline_delivery_proxy,identity_security,main,verification,7,1,0,0,0,0,1,1.2455555555555555,1,100,34,134,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,1,190,190,74124.0,14,0.07368421052631578,147,79,0.24638888888888888,14.0,0.0,27,0.9629629629629629,0,124.85,95
ArgoProj/argo-cd:29314924566,2026-07-14 07:32:54+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.4747222222222222,1,24,24,48,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,187,187,16984.0,9,0.0481283422459893,130,57,0.47305555555555556,34.0,0.029411764705882353,102,0.6862745098039216,1,42.0,60
microsoft/vscode:29314950219,2026-07-14 07:33:21+00:00,validation,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,7,1,0,0,0,0,1,0.11388888888888889,2,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,183,183,34033.0,2,0.01092896174863388,117,37,0.11277777777777778,3.0,0.0,115,0.6173913043478261,0,136.82,183
vercel/next.js:29315306663,2026-07-14 07:39:43+00:00,validation,Low,frontend-platform,explicit_deployment_intent,documentation,other,deployment,7,1,0,0,0,1,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,30,30,6092.0,7,0.23333333333333334,22,13,0.1475,0.0,0.0,1,1.0,1,42.0,30
ArgoProj/argo-cd:29315509827,2026-07-14 07:43:16+00:00,validation,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0008333333333333334,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,188,188,17032.0,9,0.047872340425531915,131,57,0.17277777777777778,20.0,0.05,103,0.6893203883495146,1,42.0,61
ArgoProj/argo-cd:29315509858,2026-07-14 07:43:16+00:00,validation,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0008333333333333334,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,189,189,17036.0,9,0.047619047619047616,132,58,0.0,21.0,0.047619047619047616,104,0.6923076923076923,1,42.0,62
ArgoProj/argo-cd:29315509917,2026-07-14 07:43:16+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,7,1,0,0,0,0,1,0.0008333333333333334,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,190,190,17040.0,9,0.04736842105263158,133,59,0.0,22.0,0.045454545454545456,105,0.6952380952380952,1,42.0,63
ArgoProj/argo-cd:29315510291,2026-07-14 07:43:17+00:00,validation,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0011111111111111111,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,191,191,17044.0,9,0.04712041884816754,134,60,0.0002777777777777778,23.0,0.043478260869565216,106,0.6981132075471698,0,109.4,64
ArgoProj/argo-cd:29315516853,2026-07-14 07:43:24+00:00,validation,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,7,1,0,0,0,0,1,0.0030555555555555557,1,2,2,4,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,192,192,17048.0,9,0.046875,135,61,0.0019444444444444444,24.0,0.041666666666666664,107,0.7009345794392523,1,42.0,65
prometheus/prometheus:29315558991,2026-07-14 07:44:08+00:00,validation,Low,observability,mainline_delivery_proxy,shared_platform,main,quality,7,1,0,0,0,0,1,0.0008333333333333334,1,21,1,22,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,112,112,15691.0,8,0.07142857142857142,64,27,4.0675,15.0,0.06666666666666667,75,0.64,1,42.0,13
prometheus/prometheus:29315558995,2026-07-14 07:44:08+00:00,validation,Medium,observability,mainline_delivery_proxy,shared_platform,main,build,7,1,0,0,0,0,1,0.0008333333333333334,1,21,1,22,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,113,113,15713.0,8,0.07079646017699115,65,27,0.0,16.0,0.0625,76,0.6447368421052632,1,42.0,14
prometheus/prometheus:29315559000,2026-07-14 07:44:08+00:00,validation,Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,7,1,0,0,0,0,1,0.0008333333333333334,1,21,1,22,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,114,114,15735.0,8,0.07017543859649122,66,28,0.0,17.0,0.058823529411764705,77,0.6493506493506493,1,42.0,15
prometheus/prometheus:29315559265,2026-07-14 07:44:08+00:00,validation,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,7,1,0,0,0,0,1,0.0008333333333333334,1,21,1,22,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,115,115,15757.0,8,0.06956521739130435,66,28,0.0,18.0,0.05555555555555555,78,0.6410256410256411,1,42.0,16
microsoft/vscode:29316090521,2026-07-14 07:53:30+00:00,validation,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,7,1,0,0,0,0,1,0.44972222222222225,2,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,184,184,34035.0,2,0.010869565217391304,117,37,0.3358333333333333,7.0,0.14285714285714285,116,0.6120689655172413,1,42.0,184
apache/airflow:29317338021,2026-07-14 08:14:48+00:00,validation,High,data-platform,mainline_delivery_proxy,identity_security,main,verification,8,1,0,0,0,0,1,1.9758333333333333,1,100,34,134,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,1,191,191,74258.0,14,0.07329842931937172,148,79,0.7302777777777778,64.0,0.203125,28,0.9642857142857143,1,42.0,95
backstage/backstage:29318847230,2026-07-14 08:40:08+00:00,validation,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,8,1,0,0,0,0,1,8.34388888888889,2,30,2,32,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,75,75,83602.0,3,0.04,51,20,7.645555555555555,5.0,0.4,35,0.6285714285714286,1,42.0,75
prometheus/prometheus:29319063566,2026-07-14 08:43:40+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,verification,8,1,0,0,0,0,1,0.0008333333333333334,2,3,3,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,116,116,15779.0,9,0.07758620689655173,67,29,0.9922222222222222,21.0,0.09523809523809523,19,0.3157894736842105,1,42.0,17
prometheus/prometheus:29319063612,2026-07-14 08:43:40+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,build,8,1,0,0,0,0,1,0.0008333333333333334,2,3,3,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,117,117,15785.0,9,0.07692307692307693,68,29,0.0,22.0,0.09090909090909091,20,0.35,0,108.97,18
prometheus/prometheus:29319063859,2026-07-14 08:43:40+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,verification,8,1,0,0,0,0,1,0.0008333333333333334,2,3,3,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,118,118,15791.0,9,0.07627118644067797,68,29,0.0,23.0,0.08695652173913043,21,0.3333333333333333,1,42.0,19
prometheus/prometheus:29319064900,2026-07-14 08:43:41+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,quality,8,1,0,0,0,0,1,0.0011111111111111111,2,3,3,6,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,119,119,15797.0,9,0.07563025210084033,69,29,0.0002777777777777778,24.0,0.08333333333333333,22,0.36363636363636365,0,141.31,20
vercel/next.js:29319115707,2026-07-14 08:44:32+00:00,validation,Low,frontend-platform,mainline_delivery_proxy,api_backend,main,verification,8,1,0,0,0,0,1,2.522222222222222,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,31,31,6094.0,7,0.22580645161290322,22,13,1.0802777777777777,4.0,1.0,8,0.875,1,42.0,31
vercel/next.js:29319307429,2026-07-14 08:47:39+00:00,validation,Medium,frontend-platform,mainline_delivery_proxy,api_backend,main,verification,8,1,0,0,0,0,1,2.5741666666666667,1,406,144,550,15,1.6895,2,4,0,0,0,0,0,1,1.5,0,0,0,0,0,32,32,6644.0,8,0.25,23,14,0.051944444444444446,2.0,1.0,9,0.8888888888888888,1,42.0,32
prometheus/prometheus:29319329180,2026-07-14 08:48:01+00:00,validation,Medium,observability,mainline_delivery_proxy,shared_platform,main,quality,8,1,0,0,0,0,1,0.0008333333333333334,2,12,7,19,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,120,120,15803.0,9,0.075,70,30,0.07222222222222222,25.0,0.08,79,0.6455696202531646,1,42.0,21
prometheus/prometheus:29319329256,2026-07-14 08:48:01+00:00,validation,Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,8,1,0,0,0,0,1,0.0008333333333333334,2,12,7,19,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,121,121,15822.0,9,0.0743801652892562,71,30,0.0,26.0,0.07692307692307693,80,0.65,1,42.0,22
prometheus/prometheus:29319329281,2026-07-14 08:48:01+00:00,validation,Low,observability,mainline_delivery_proxy,shared_platform,main,build,8,1,0,0,0,0,1,0.0008333333333333334,2,12,7,19,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,122,122,15841.0,9,0.07377049180327869,71,30,0.0,27.0,0.07407407407407407,81,0.6419753086419753,0,138.23,23
prometheus/prometheus:29319329520,2026-07-14 08:48:02+00:00,validation,Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,8,1,0,0,0,0,1,0.0011111111111111111,2,12,7,19,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,123,123,15860.0,9,0.07317073170731707,72,30,0.0002777777777777778,28.0,0.07142857142857142,82,0.6463414634146342,0,139.17,24
apache/airflow:29319697665,2026-07-14 08:54:00+00:00,validation,Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,8,1,0,0,0,0,1,0.001388888888888889,1,353,9,362,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,192,192,74392.0,15,0.078125,149,80,0.6533333333333333,0.0,0.0,58,0.8620689655172413,1,42.0,92
apache/airflow:29319697761,2026-07-14 08:54:00+00:00,validation,Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,8,1,0,0,0,0,1,0.001388888888888889,1,353,9,362,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,193,193,74754.0,15,0.07772020725388601,150,81,0.0,1.0,0.0,59,0.864406779661017,0,128.46,93
apache/airflow:29319698194,2026-07-14 08:54:00+00:00,validation,Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,8,1,0,0,0,0,1,0.001388888888888889,1,353,9,362,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,194,194,75116.0,15,0.07731958762886598,151,81,0.0,2.0,0.0,60,0.8666666666666667,1,42.0,94
nodejs/node:29319773301,2026-07-14 08:55:12+00:00,validation,Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,8,1,0,0,0,0,1,7.395555555555555,1,16,3,19,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,185,185,36087.0,3,0.016216216216216217,121,40,6.5472222222222225,33.0,0.0,114,0.7192982456140351,1,42.0,131
prometheus/prometheus:29319997807,2026-07-14 08:58:54+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,build,8,1,0,0,0,0,1,0.0008333333333333334,2,2,2,4,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,124,124,15879.0,10,0.08064516129032258,73,30,0.1811111111111111,29.0,0.10344827586206896,23,0.391304347826087,0,132.44,25
prometheus/prometheus:29319997831,2026-07-14 08:58:54+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,quality,8,1,0,0,0,0,1,0.0008333333333333334,2,2,2,4,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,125,125,15883.0,10,0.08,74,30,0.0,30.0,0.1,24,0.4166666666666667,1,42.0,26
prometheus/prometheus:29319997921,2026-07-14 08:58:54+00:00,validation,Low,observability,mainline_delivery_proxy,documentation,main,verification,8,1,0,0,0,0,1,0.0008333333333333334,2,2,2,4,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,126,126,15887.0,10,0.07936507936507936,74,30,0.0,31.0,0.0967741935483871,25,0.4,1,42.0,27
