repo_key,owner,repository,language,deployment_label,deployment_ready,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_merge_days,language_diversity,average_directory_depth,average_file_size
microsoft_TypeScript,microsoft,TypeScript,TypeScript,Not Ready,0,109901,13652,109901,30,20,20,100,2960582,5060,4409,0,1,1,0.3,0.2333,0.0333,0.2333,110.5,10.4667,13,0.0068,18,0.4,0.95,2.15,0.0,0.0,0.01,0.03,0.05,0.11,0.0,1,0,1,1,4,0.0,0.1333,2.25,0.0,1,1.46,7715.98
emoacht_Wifinian,emoacht,Wifinian,C#,Needs Improvements,1,298,31,298,30,15,20,100,2070,3,3985,11,1,1,0.0333,0.1,0.0,0.1667,28.5333,3.8,1,0.0075,373,0.8667,0.0667,2.9333,1.0,0.9,0.26,0.01,0.03,0.41,0.08,0,0,0,0,4,0.4667,0.4333,88.8462,0.0,1,2.2,9857.74
yirenyiqi_sm-crypto,yirenyiqi,sm-crypto,Java,Needs Improvements,1,300,74,300,22,20,6,20,57,9,1798,34,1,1,0.1364,0.1364,0.0455,0.1818,39.5,5.6364,4,0.0122,685,0.6,0.05,1.45,1.0,0.6667,0.6,0.15,0.1,0.15,0.0,0,0,0,1,7,0.2273,0.2727,125.0,4.75,2,4.4,4426.2
jjohannes_understanding-gradle,jjohannes,understanding-gradle,Java,Not Ready,0,299,39,299,30,4,20,100,903,2,1798,1,1,1,0.0333,0.0,0.0,0.0,147.3333,9.0,1,0.0167,1,0.75,0.75,1.75,1.0,1.0,0.14,0.0,0.14,0.02,0.0,1,0,0,0,9,0.2,0.4667,159.6667,0.7,3,3.78,446.66
kdn251_interviews,kdn251,interviews,Java,Needs Improvements,1,65057,12881,65057,30,20,20,100,24462,120,3436,0,1,1,0.1,0.6667,0.0,0.0333,36.7333,4.4667,3,0.0087,427,0.45,0.05,1.9,0.9091,0.0,0.92,0.02,0.01,0.0,0.0,0,0,0,0,2,0.3333,0.6333,121.0,0.0,1,1.86,1699.51
react_create-react-app,react,create-react-app,JavaScript,Needs Improvements,1,103310,26956,103310,30,20,20,100,25186,2410,3648,0,1,1,0.5333,0.2667,0.0,0.1333,122.3,17.2333,14,0.0082,514,0.1,0.55,0.35,0.7222,0.0,0.04,0.53,0.07,0.04,0.06,1,0,1,3,5,0.0667,0.4,0.0,0.0,2,1.69,29025.37
vogler75_automation-gateway,vogler75,automation-gateway,Kotlin,Needs Improvements,1,298,48,298,30,10,1,100,21409,2,1982,1,1,1,0.1667,0.4,0.1333,0.1333,133.8333,15.8,2,0.0151,97,0.8,0.7,1.8,1.0,1.0,0.05,0.02,0.16,0.11,0.04,0,1,0,6,10,0.2333,0.0333,222.25,22.0,3,2.41,9727.33
mekos2772_ios-location-spoofer,mekos2772,ios-location-spoofer,JavaScript,Production Ready,1,1985,305,1985,30,20,18,25,6791,10,13,0,1,1,0.6,0.2,0.0667,0.3333,197.0667,25.2667,12,2.3077,4,0.55,0.05,1.5,0.0,0.8889,0.24,0.16,0.16,0.0,0.0,0,0,0,1,3,0.1,0.2,0.2727,0.3125,1,0.96,11165.92
mozilla_cipherscan,mozilla,cipherscan,Python,Needs Improvements,1,1995,263,1995,30,20,20,35,35374,35,4744,1,1,1,0.5333,0.3667,0.0,0.1333,80.2,11.1333,14,0.0063,399,0.5,0.65,4.25,1.0,0.75,0.3429,0.1143,0.0571,0.1143,0.0,1,0,0,0,1,0.3,0.2667,88.1,90.0667,3,0.5714,863385.9714
rxhanson_Rectangle,rxhanson,Rectangle,Swift,Needs Improvements,1,29481,958,29481,30,20,20,100,3661,111,2579,0,1,1,0.3667,0.4333,0.1333,0.0667,418.7667,59.9333,13,0.0116,0,0.25,0.65,2.2,0.3333,0.8,0.06,0.04,0.01,0.0,0.46,1,0,1,0,4,0.4,0.4667,5.8,5.5,1,3.27,11890.21
towfiqi_serpbear,towfiqi,serpbear,TypeScript,Not Ready,0,1999,268,1999,30,20,20,100,1269,64,1327,0,1,1,0.6333,0.2,0.0,0.2667,166.9,24.9,2,0.0226,61,0.75,0.9,3.4,0.4,0.25,0.28,0.03,0.05,0.1,0.0,1,1,0,1,2,0.1667,0.1667,39.0667,82.6,5,1.56,10105.96
ripytide_metapac,ripytide,metapac,Rust,Production Ready,1,300,22,300,30,20,20,46,1214,10,683,0,1,1,0.1667,0.2333,0.0667,0.1,80.6,11.8667,6,0.0439,16,0.65,0.45,2.45,0.7143,0.85,0.7609,0.087,0.0652,0.0217,0.0,1,0,1,1,2,0.6333,0.0,11.3846,16.5882,1,1.3478,6458.5435
0x4D31_finch,0x4D31,finch,Go,Production Ready,1,300,19,300,26,2,8,88,2565,2,351,0,1,1,0.2692,0.3846,0.1154,0.1154,73.0385,9.9231,2,0.0741,251,0.0,0.0,0.0,1.0,0.875,0.3409,0.1477,0.0341,0.375,0.0568,1,1,0,1,3,0.1154,0.6154,0.0,0.0,3,1.7614,33925.7159
gedoor_legado,gedoor,legado,Kotlin,Not Ready,0,46870,5475,46870,1,0,0,2,52,18,2610,0,0,1,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0004,48,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,27468.5
bilibili_ijkplayer,bilibili,ijkplayer,C,Not Ready,0,33175,8231,33175,30,20,20,100,8283,2895,4789,0,1,1,0.4,0.2,0.0667,0.0,68.9,8.4333,8,0.0063,1905,0.15,0.25,1.95,1.0,0.0,0.13,0.01,0.17,0.04,0.01,1,0,0,5,12,0.1,0.2333,34.3333,0.0,2,4.83,2845.14
nook-browser_Nook,nook-browser,Nook,Swift,Production Ready,1,1927,73,1927,30,20,20,100,7617,37,346,3,1,1,0.7667,0.3,0.1333,0.0,404.2,53.5667,5,0.0867,46,0.45,0.3,1.1,0.6364,0.85,0.4,0.03,0.01,0.0,0.23,1,0,1,0,4,0.3333,0.5,6.3333,4.9412,1,2.76,43433.97
ultraworkers_claw-code,ultraworkers,claw-code,Rust,Production Ready,1,194756,109680,194756,30,20,20,100,25104,31,104,0,1,1,0.5,0.2,0.0667,0.3333,155.5667,19.0333,10,0.2885,17,0.45,0.65,1.95,0.0,0.05,0.04,0.3,0.02,0.0,0.07,1,1,1,0,3,0.3,0.4667,0.2222,7.0,2,1.21,86505.57
alibaba_p3c,alibaba,p3c,Kotlin,Not Ready,0,30819,7981,30819,30,20,20,100,27099,185,3308,0,1,1,0.3,0.1667,0.0333,0.4333,55.6333,6.2333,12,0.0091,1525,0.1,0.3,5.3,1.0,0.0,0.3,0.03,0.1,0.11,0.28,0,0,0,6,11,0.1333,0.1667,1.5,0.0,2,5.53,35981.66
mdmzfzl_NeetCode-Solutions,mdmzfzl,NeetCode-Solutions,C++,Not Ready,0,300,69,300,30,0,4,100,711,0,1113,3,1,1,0.0333,0.6,0.0,0.0667,34.9667,4.2333,5,0.027,376,0.0,0.0,0.0,0.0,0.5,0.97,0.0,0.03,0.0,0.0,0,0,0,0,2,0.2333,0.1,0.0,2.5,4,1.94,2072.13
NodeSeekDev_NodeGet,NodeSeekDev,NodeGet,Rust,Production Ready,1,300,32,300,30,20,20,100,4106,8,195,2,1,1,0.5333,0.2,0.1667,0.1333,66.2667,9.5333,1,0.1538,19,0.65,0.6,1.25,0.0,1.0,0.81,0.03,0.1,0.0,0.0,1,1,1,7,5,0.5333,0.3333,5.6154,0.0,2,3.12,7753.64
gitlabhq_gitlabhq,gitlabhq,gitlabhq,Ruby,Not Ready,0,24584,5961,24584,30,0,20,100,2695155,36,5398,0,1,1,0.0,1.0,0.0,0.0,79.0,9.0,1,0.0056,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.12,0.0,0,0,0,0,5,0.3,0.3333,0.0,0.0,1,2.65,7457.67
Kreijstal_ponytown,Kreijstal,ponytown,JavaScript,Not Ready,0,300,7,300,5,1,2,100,2149,3,3182,75,1,1,0.2,0.6,0.0,0.0,24.0,3.6,2,0.0016,3182,0.0,0.0,0.0,1.0,0.0,0.09,0.02,0.01,0.0,0.0,0,0,0,1,5,0.0,0.2,0.0,0.0,2,3.78,3555.96
vndevteam_nestjs-boilerplate,vndevteam,nestjs-boilerplate,TypeScript,Not Ready,0,300,81,300,30,11,20,100,1218,26,767,2,1,1,0.4,0.2333,0.0333,0.0667,64.5,7.3333,4,0.0391,278,0.2727,0.1818,0.4545,1.0,0.2,0.33,0.26,0.05,0.09,0.0,1,1,0,1,4,0.3667,0.1667,2.3333,0.0,1,2.02,7886.86
djhworld_simple-computer,djhworld,simple-computer,Go,Needs Improvements,1,1987,159,1987,30,2,1,71,726,2,2618,1,0,1,0.1,0.2667,0.1,0.1333,31.4667,4.5,3,0.0115,45,0.0,0.5,2.0,1.0,1.0,0.4648,0.0423,0.0423,0.1972,0.0563,0,0,0,1,2,0.4333,0.0,0.0,0.0,1,1.0986,11550.7324
Doorman11991_smallcode,Doorman11991,smallcode,JavaScript,Production Ready,1,1985,151,1985,30,20,20,100,12028,18,57,0,1,1,0.6,0.3,0.1333,0.0667,443.7333,57.8333,7,0.5263,44,0.25,0.45,0.6,0.0,0.45,0.41,0.06,0.03,0.0,0.0,1,0,0,0,3,0.4667,0.4667,1.0,0.0,3,1.73,8209.24
JiHong88_suneditor,JiHong88,suneditor,JavaScript,Needs Improvements,1,1993,345,1993,30,20,20,100,79988,3,3378,0,1,1,0.5,0.2,0.0,0.0667,49.7333,6.9667,1,0.0089,0,0.85,0.6,2.0,0.0,0.95,0.26,0.04,0.05,0.01,0.0,1,0,1,1,4,0.5667,0.1,24.0588,0.6316,3,1.74,12509.54
not-an-aardvark_lucky-commit,not-an-aardvark,lucky-commit,Rust,Needs Improvements,1,1964,37,1964,30,20,16,12,285,0,3799,0,1,1,0.2333,0.1333,0.0,0.0667,71.6,9.0333,6,0.0079,438,1.0,0.65,3.5,0.0,0.5625,0.25,0.0833,0.25,0.0833,0.0,1,0,0,1,2,0.3667,0.6333,27.25,2.8889,1,0.6667,9723.1667
SuperCuber_dotter,SuperCuber,dotter,Rust,Needs Improvements,1,1985,74,1985,30,20,20,21,576,36,3355,0,1,1,0.4333,0.3,0.1,0.0,103.3,12.0333,12,0.0089,0,0.65,0.55,1.3,1.0,0.45,0.5238,0.0476,0.1429,0.0,0.0,1,0,0,1,2,0.4,0.0667,1.3846,24.7778,1,1.0,10711.5714
zhongyang219_TrafficMonitor,zhongyang219,TrafficMonitor,C++,Not Ready,0,45212,3722,45212,30,20,20,100,16798,1324,3271,0,1,1,0.2667,0.1,0.0667,0.0,50.7,5.4667,5,0.0092,1,0.0,1.0,0.7,0.0,0.45,0.25,0.02,0.01,0.0,0.25,1,0,0,0,2,0.5,0.0667,0.0,49.8889,1,1.13,34311.83
ggml-org_whisper.cpp,ggml-org,whisper.cpp,C++,Production Ready,1,51781,5906,51781,30,20,20,100,41062,1215,1387,0,1,1,0.5,0.5333,0.2,0.0,744.9,84.7667,18,0.0216,2,0.1,0.6,0.4,0.0,0.45,0.4,0.06,0.08,0.04,0.02,1,0,1,2,10,0.0333,0.2,0.5,2.6667,2,4.1,7534.7
vriteio_vrite,vriteio,vrite,TypeScript,Production Ready,1,1987,81,1987,30,20,20,100,33354,0,1155,1,1,1,0.5,0.1667,0.1333,0.1,28.0667,4.3333,1,0.026,5,1.0,0.45,2.05,0.0,0.9,0.79,0.02,0.04,0.01,0.03,0,1,0,1,6,0.1667,0.1333,234.3,0.9444,2,3.8,12168.21
matteocrippa_awesome-swift,matteocrippa,awesome-swift,Ruby,Not Ready,0,26143,3133,26143,30,20,20,25,7246,8,4386,0,1,1,0.0333,0.5,0.0,0.0333,48.2333,4.8667,10,0.0068,28,0.85,0.35,0.9,0.3333,0.2,0.12,0.16,0.08,0.0,0.12,1,0,1,1,2,0.7667,0.0333,52.4706,18.75,4,0.84,69180.52
licyk_qwen-tts-webui,licyk,qwen-tts-webui,Python,Not Ready,0,300,12,300,30,0,1,39,118,0,169,1,1,1,0.1667,0.5,0.1,0.4333,130.8,19.6,1,0.1775,64,0.0,0.0,0.0,0.0,0.0,0.7436,0.0513,0.0769,0.0,0.0,1,0,0,2,2,0.1,0.3333,0.0,0.0,2,1.2308,6550.1282
BurntSushi_ripgrep,BurntSushi,ripgrep,Rust,Production Ready,1,66101,2640,66101,30,20,20,100,5607,162,3777,0,1,1,0.4,0.4333,0.1333,0.2,221.9333,33.1,19,0.0079,4,0.5,0.7,1.85,0.0,0.4,0.29,0.09,0.05,0.01,0.0,1,0,1,3,4,0.4,0.3,16.1,3.25,2,2.34,17094.04
hprose_hprose-php,hprose,hprose-php,PHP,Not Ready,0,1996,381,1996,30,20,20,67,1161,42,4534,21,1,1,0.2333,0.3333,0.0333,0.0,25.2667,2.4333,3,0.0066,1034,0.15,0.25,2.0,1.0,0.5,0.8209,0.0149,0.0299,0.0448,0.0,1,0,0,2,5,0.5333,0.1667,32.0,0.6,1,3.4179,1819.3881
jthomperoo_custom-pod-autoscaler,jthomperoo,custom-pod-autoscaler,Go,Not Ready,0,300,22,300,30,20,20,100,655,10,2484,48,1,1,0.1333,0.2333,0.0,0.1667,48.8667,7.6667,2,0.0121,478,0.7,0.6,1.8,1.0,0.6,0.24,0.35,0.15,0.0,0.0,1,1,1,3,3,0.5,0.1333,22.2143,0.0833,2,1.77,2019.7
nemtrif_utfcpp,nemtrif,utfcpp,C++,Needs Improvements,1,1967,233,1967,30,20,20,33,173,1,3985,0,1,1,0.2,0.2,0.0,0.0333,45.1333,6.8667,4,0.0075,8,0.95,0.5,2.7,1.0,0.6,0.0606,0.0606,0.1515,0.4242,0.0,1,1,0,0,2,0.7667,0.1333,19.0526,6.25,2,1.1515,6708.8788
OtterBrowser_otter-browser,OtterBrowser,otter-browser,C++,Not Ready,0,1979,283,1979,30,20,20,100,70846,276,4787,0,1,1,0.0,0.0,0.0,0.0,29.9667,4.8,1,0.0063,0,0.3,0.5,2.05,0.8571,0.4,0.01,0.02,0.01,0.0,0.0,0,0,0,0,6,0.3,0.0,1.8333,14.625,2,5.2,7653.01
mxcl_swift-sh,mxcl,swift-sh,Swift,Needs Improvements,1,1893,63,1893,30,20,20,40,346,22,2740,5,1,1,0.2667,0.1,0.0333,0.1333,105.9333,15.0667,3,0.0109,40,0.6,0.85,1.65,1.0,0.85,0.525,0.05,0.025,0.175,0.0,1,0,0,0,2,0.3667,0.0667,135.0,11.9412,1,1.475,3007.225
Stirling-Tools_Stirling-PDF,Stirling-Tools,Stirling-PDF,Java,Needs Improvements,1,87043,7770,87043,30,20,20,100,346078,496,1263,0,1,1,0.3333,0.4667,0.1333,0.2667,670.9333,76.6667,8,0.0238,0,0.25,0.8,1.7,0.0,0.1,0.04,0.02,0.03,0.06,0.0,1,0,1,0,3,0.6667,0.1667,3.6,0.0,4,1.61,6687.2
arimger_Unity-Editor-Toolbox,arimger,Unity-Editor-Toolbox,C#,Needs Improvements,1,1969,145,1969,30,20,20,100,6174,14,2528,0,1,1,0.2333,0.1,0.1333,0.1,46.3333,6.1333,4,0.0119,93,0.8,0.65,2.75,0.25,1.0,0.4,0.01,0.02,0.01,0.0,1,0,0,0,6,0.3667,0.1,17.125,5.35,1,4.83,958.06
spevans_swift-project1,spevans,swift-project1,Swift,Not Ready,0,299,21,299,30,0,1,100,4637,1,3862,44,0,1,0.4333,0.6,0.1,0.0667,460.9333,70.7667,1,0.0078,44,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.07,0.14,0.03,0,1,0,0,4,0.5,0.1333,0.0,0.0,4,1.45,16617.13
zhashkevych_todo-app,zhashkevych,todo-app,Go,Production Ready,1,300,59,300,30,1,10,39,130,3,2120,1,0,1,0.0,0.8333,0.0333,0.1,36.5333,5.1,3,0.0142,1904,1.0,0.0,1.0,0.0,0.4,0.5128,0.1026,0.1026,0.1282,0.0,0,1,0,1,3,0.2,0.1,7.0,2.5,3,1.2821,3825.7949
mpv-player_mpv,mpv-player,mpv,C,Needs Improvements,1,35980,3419,35980,30,20,20,100,119959,1102,5022,0,1,1,0.2667,0.2333,0.0,0.1,321.7667,48.0,9,0.006,4,0.4,1.0,3.5,0.0,0.6,0.0,0.78,0.02,0.0,0.0,1,0,0,0,2,0.1667,0.3333,1.25,0.3333,0,1.77,10328.31
Genymobile_scrcpy,Genymobile,scrcpy,C,Production Ready,1,145681,13433,145681,30,20,20,100,8717,2846,3156,0,1,1,0.4333,0.3,0.0333,0.0333,238.8333,28.3,7,0.0095,1,0.35,0.85,2.55,0.0,0.25,0.31,0.03,0.02,0.0,0.04,1,0,0,0,3,0.1667,0.0,0.1429,6.8,2,2.06,6096.92
topjohnwu_Magisk,topjohnwu,Magisk,Kotlin,Needs Improvements,1,61673,17965,61673,30,20,20,100,62754,71,3595,0,1,1,0.2,0.2,0.0333,0.0333,43.6667,6.5,7,0.0083,82,0.6,0.8,1.5,0.0,0.0,0.71,0.01,0.03,0.0,0.0,1,0,0,0,10,0.1,0.1333,0.3333,0.0,2,7.57,5632.52
mastodon_mastodon,mastodon,mastodon,Ruby,Needs Improvements,1,50115,7482,50115,30,20,20,100,394845,4472,3794,0,1,1,0.1333,0.2,0.0667,0.0,100.3333,8.5667,7,0.0079,0,0.15,0.35,0.4,0.0,0.45,0.05,0.05,0.05,0.08,0.01,1,1,1,1,3,0.0,0.1667,2.3333,1.4444,5,0.96,3771.76
smorks_keepassnatmsg,smorks,keepassnatmsg,C#,Needs Improvements,1,300,30,300,30,20,20,73,5406,9,3126,24,1,1,0.4,0.3667,0.0,0.1,74.7,10.0333,5,0.0096,915,0.8,0.45,1.75,1.0,0.8,0.589,0.0274,0.0411,0.0,0.1644,1,0,0,0,3,0.0667,0.0667,49.6875,47.5625,1,1.9452,32354.0137
google_guava,google,guava,Java,Production Ready,1,51522,11137,51522,30,20,20,100,1378042,740,4428,0,1,1,0.4,0.3333,0.0667,0.1667,392.8,42.8667,5,0.0068,0,0.8,0.65,3.0,0.25,0.95,0.0,0.03,0.04,0.85,0.0,1,0,1,2,9,0.0667,0.3,5.4375,0.0,1,6.99,4586.87
garrytan_gstack,garrytan,gstack,TypeScript,Production Ready,1,121767,18192,121767,30,20,20,100,115839,840,124,0,1,1,0.9,0.8,0.5333,0.9,10857.8333,1415.3,1,0.2419,4,0.0,0.8,0.1,0.0,0.0,0.04,0.04,0.02,0.01,0.0,1,0,1,0,2,0.3,0.3667,0.0,0.0,2,0.92,22364.84
cerebral_cerebral,cerebral,cerebral,JavaScript,Not Ready,0,1994,124,1994,30,20,20,100,15879,7,4083,8,1,1,0.5667,0.1333,0.0333,0.1333,70.8667,9.5,3,0.0073,115,1.0,0.75,1.85,0.0,0.2,0.12,0.51,0.05,0.03,0.09,1,0,0,2,4,0.0,0.2,314.6,361.75,4,2.13,30177.67
anomalyco_opencode,anomalyco,opencode,TypeScript,Needs Improvements,1,185614,23197,185614,30,20,20,100,386144,4668,439,0,1,1,0.4333,0.0667,0.0,0.0,45.9333,5.6667,8,0.0683,0,0.3,0.65,1.25,0.0,0.15,0.03,0.03,0.05,0.01,0.0,1,0,1,0,3,0.0,0.3,0.0,0.0,2,1.45,3153.69
moby_moby,moby,moby,Go,Needs Improvements,1,71911,19109,71911,30,20,20,100,265612,3816,4924,0,1,1,0.2,0.1667,0.0333,0.2667,237.0333,25.6667,4,0.0061,0,0.15,0.9,2.4,0.0,0.55,0.01,0.48,0.06,0.04,0.0,1,1,1,0,3,0.0,0.0,1.0,1.2727,1,1.49,88670.74
zhegexiaohuozi_SeimiCrawler,zhegexiaohuozi,SeimiCrawler,Java,Not Ready,0,1991,683,1991,30,20,20,100,885,30,3902,1,1,1,0.1,0.0667,0.0,0.0333,13.4,1.7333,2,0.0077,19,0.2,0.1,0.75,1.0,0.0,0.79,0.11,0.05,0.01,0.01,0,0,0,4,9,0.0667,0.1333,966.75,0.0,1,6.7,10287.69
TheAlgorithms_Python,TheAlgorithms,Python,Python,Production Ready,1,222679,50835,222679,30,20,20,100,16568,1014,3649,0,1,1,0.5667,0.5,0.1333,0.3333,467.3667,41.0333,21,0.0082,7,0.15,0.7,0.65,0.0,0.0,0.66,0.08,0.03,0.0,0.0,1,1,1,0,2,0.0,0.5333,2.6667,0.0,1,1.02,2538.88
rantly-rb_rantly,rantly-rb,rantly,Ruby,Needs Improvements,1,294,22,294,30,20,20,58,7655,10,4024,47,1,1,0.2667,0.2333,0.0667,0.0,66.7333,9.4,8,0.0075,386,0.65,0.25,2.85,1.0,0.95,0.1379,0.0862,0.0345,0.2241,0.2759,1,0,0,1,3,0.3333,0.3,156.2308,40.9474,2,1.1207,140421.6207
tilltue_TLPhotoPicker,tilltue,TLPhotoPicker,Swift,Needs Improvements,1,1898,386,1898,30,20,20,100,85450,41,3353,1,1,1,0.4333,0.1667,0.0333,0.1667,155.0333,19.8,10,0.0089,27,0.65,0.45,1.4,1.0,0.55,0.14,0.02,0.01,0.03,0.32,1,0,0,0,4,0.0667,0.2,460.3077,7.5455,2,2.74,425966.89
equalsraf_neovim-qt,equalsraf,neovim-qt,C++,Needs Improvements,1,1995,182,1995,30,20,20,100,23488,143,4431,5,1,1,0.3667,0.1,0.0333,0.0667,133.5667,19.6333,10,0.0068,87,0.2,0.5,2.5,0.6875,0.7,0.39,0.04,0.06,0.02,0.0,1,0,1,0,4,0.5,0.0667,52.25,3.3571,3,1.94,17100.81
KaihuaTang_VQA2.0-Recent-Approachs-2018.pytorch,KaihuaTang,VQA2.0-Recent-Approachs-2018.pytorch,Python,Needs Improvements,1,300,56,300,30,11,1,26,19874,6,2759,82,1,1,0.1,0.2333,0.0,0.4333,30.1667,4.0667,4,0.0109,189,0.4545,0.0909,1.2727,1.0,1.0,0.6154,0.0769,0.0385,0.0,0.0385,0,0,0,0,1,0.1333,0.4667,162.6,181.0,2,0.2308,946954.8077
robzilla1738_harness-terminal,robzilla1738,harness-terminal,Swift,Production Ready,1,296,22,296,30,17,20,100,18086,7,47,1,1,1,0.7,0.4,0.1,0.3,1323.4,171.7667,3,0.6383,30,0.6471,0.6471,0.4706,0.0,0.95,0.65,0.02,0.02,0.0,0.16,1,0,0,0,6,0.3667,0.3333,0.3636,0.0,2,4.33,101428.74
pbatard_rufus,pbatard,rufus,C,Not Ready,0,36884,3111,36884,30,20,20,100,44055,13,5350,0,1,1,0.3,0.2333,0.1,0.0333,332.9667,53.0,10,0.0056,13,0.75,0.85,1.8,0.0,0.0,0.0,0.01,0.03,0.0,0.31,1,0,0,0,3,0.3,0.2,0.2,0.0,1,1.49,10805.95
n8n-io_n8n,n8n-io,n8n,TypeScript,Production Ready,1,196362,59312,196362,30,20,20,100,518659,1461,2578,0,1,1,0.2667,0.2667,0.0333,0.0,116.1667,13.0333,24,0.0116,0,0.65,0.95,1.85,0.0,0.15,0.0,0.02,0.05,0.07,0.0,0,1,0,0,5,0.0,0.0,0.0769,0.0,1,2.68,5341.55
affaan-m_ECC,affaan-m,ECC,JavaScript,Production Ready,1,229409,35143,229409,30,20,20,100,39505,105,177,0,1,1,0.8667,0.7,0.2,0.7,3200.3,386.3,14,0.1695,0,0.15,0.85,1.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0,0,0,0,4,0.7333,0.8,0.6667,0.0,0,3.28,3388.46
airbnb_paris,airbnb,paris,Kotlin,Production Ready,1,1907,85,1907,30,20,20,100,28240,53,3129,1,1,1,0.3,0.3,0.0333,0.0667,231.3667,33.0,10,0.0096,252,0.2,0.55,0.65,1.0,0.85,0.54,0.06,0.13,0.2,0.04,1,0,1,5,10,0.0667,0.3,723.25,2.4118,2,5.9,864911.27
exelix11_SysDVR,exelix11,SysDVR,C++,Production Ready,1,1974,110,1974,30,20,20,100,41911,11,2472,0,1,1,0.2333,0.1667,0.0333,0.0,72.0,10.5,5,0.0121,153,0.85,0.55,2.15,0.3333,0.7,0.41,0.0,0.06,0.01,0.2,1,0,0,2,10,0.3333,0.0333,13.5294,0.5,4,5.06,9517.43
spring-projects_spring-boot,spring-projects,spring-boot,Java,Needs Improvements,1,81203,42100,81203,30,20,20,100,216450,533,5015,0,1,1,0.1333,0.1333,0.0333,0.0333,141.8,13.6333,6,0.006,0,0.7,0.7,1.65,0.0,0.25,0.03,0.05,0.09,0.36,0.01,1,0,0,4,11,0.1,0.0667,0.2857,2.2,2,5.47,2969.45
codecadwallader_codemaid,codecadwallader,codemaid,C#,Not Ready,0,1983,368,1983,30,20,20,100,15527,506,4377,2,1,1,0.3333,0.3333,0.0667,0.0333,184.0,27.8,5,0.0069,273,0.05,0.3,1.15,0.7895,0.55,0.04,0.02,0.03,0.16,0.61,0,0,1,0,6,0.2667,0.1,2.0,21.6364,1,3.39,5276.89
zekunyan_TTGTagCollectionView,zekunyan,TTGTagCollectionView,Swift,Needs Improvements,1,1900,264,1900,30,20,15,100,20337,0,3849,7,1,1,0.2667,0.4333,0.1333,0.2333,224.4,29.2,2,0.0078,19,1.0,0.25,1.3,0.0,0.8,0.01,0.0,0.01,0.05,0.23,0,0,0,0,4,0.4,0.1333,378.2,59.1667,1,3.11,5459.85
CymChad_BaseRecyclerViewAdapterHelper,CymChad,BaseRecyclerViewAdapterHelper,Kotlin,Not Ready,0,24599,5180,24599,30,20,20,100,72172,337,3747,0,1,1,0.1667,0.1,0.1,0.2333,79.4667,7.4,3,0.008,17,0.9,0.35,1.5,0.5,0.35,0.61,0.02,0.02,0.0,0.05,1,0,0,0,10,0.0,0.1,52.2222,146.8571,2,6.8,2289.95
kiraio-moe_USSR,kiraio-moe,USSR,C#,Needs Improvements,1,300,35,300,30,20,3,18,1151,10,1088,2,1,1,0.3333,0.3,0.3333,0.1,107.2667,13.0333,1,0.0276,663,0.55,0.75,4.5,1.0,1.0,0.3333,0.1111,0.1111,0.0,0.0,1,0,0,0,2,0.5,0.1333,66.0909,0.3333,2,0.5,77568.0556
SFSafeSymbols_SFSafeSymbols,SFSafeSymbols,SFSafeSymbols,Swift,Not Ready,0,1889,75,1889,30,20,20,100,13569,11,2597,7,1,1,0.1667,0.3,0.0333,0.0333,72.7333,10.2,5,0.0116,104,0.65,0.25,2.85,1.0,0.7,0.11,0.05,0.02,0.03,0.7,1,0,1,0,4,0.3667,0.1333,55.7692,37.8571,2,2.67,3734.28
apache_dubbo,apache,dubbo,Java,Production Ready,1,41528,26401,41528,30,20,20,100,61737,997,5138,0,1,1,0.7667,0.8667,0.0333,0.0667,577.5667,45.3,11,0.0058,0,0.55,1.0,1.25,0.0,0.15,0.59,0.05,0.04,0.06,0.01,1,0,1,1,12,0.0333,0.4333,13.6364,3.0,1,6.3,5439.06
fastlane_fastlane,fastlane,fastlane,Ruby,Production Ready,1,41787,6022,41787,30,20,20,100,85240,726,4241,0,1,1,0.5,0.2667,0.0667,0.1333,413.0667,53.9667,18,0.0071,1,0.75,0.9,4.35,0.0,0.5,0.1,0.07,0.01,0.23,0.19,1,0,1,2,3,0.2667,0.0667,3.1333,0.8,3,1.66,22747.33
openmod_openmod,openmod,openmod,C#,Not Ready,0,300,46,300,30,20,20,100,89875,54,2373,1,1,1,0.0667,0.0333,0.0333,0.0333,66.4,8.5333,5,0.0126,132,0.5,0.6,2.05,0.8,0.65,0.05,0.58,0.04,0.01,0.03,1,0,1,0,4,0.0,0.0,29.2,3.6923,3,2.36,3551.07
