repo_key,owner,repository,language,repository_quality_index,deployment_label,deployment_ready,repository_score,commit_activity_score,issue_activity_score,pr_activity_score,file_complexity_score,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,popularity_score,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,average_changed_files,average_code_churn,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_review_comments,average_merge_days,language_diversity,average_directory_depth,average_file_size
weppos_tabs_on_rails,weppos,tabs_on_rails,Ruby,29.63,Not Ready,0,29.63,24.77,57.55,19.69,29.5,297,50,297,30,20,16,30,204,2,6357,39,1,1,235.25,0.1,0.0667,0.0333,0.1667,27.7667,4.2667,5,0.0047,358,0.9,0.35,2.05,1.0,0.4375,0.0,0.0,0.2333,0.0667,0.0333,0.4,0.0,1,0,0,1,3,0.0667,0.0,438.7778,0.0,106.2857,1,1.4,1741.5667
shadowsocks_ShadowsocksX-NG,shadowsocks,ShadowsocksX-NG,Swift,29.6,Not Ready,0,29.6,33.6,39.5,18.0,25.35,32895,7791,32895,30,20,20,100,50660,306,3685,1,1,1,26619.0,0.3667,0.1333,0.0333,0.0333,81.3333,10.7667,4,0.0081,622,0.45,0.3,0.5,1.0,0.4,0.0,0.0,0.35,0.06,0.02,0.0,0.0,1,0,0,0,4,0.0,0.1333,221.0,0.0,109.875,1,3.08,10269.9
matteocrippa_awesome-swift,matteocrippa,awesome-swift,Ruby,29.56,Not Ready,0,29.56,30.87,54.4,10.25,26.44,26143,3133,26143,30,20,20,25,7246,8,4386,0,1,1,20390.5,0.0333,0.5,0.0,0.0333,48.2333,4.8667,10,0.0068,28,0.85,0.35,0.9,0.3333,0.2,0.0,0.0,0.12,0.16,0.08,0.0,0.12,1,0,1,1,2,0.7667,0.0333,52.4706,0.0,18.75,4,0.84,69180.52
davidfantasy_mybatis-plus-generator-ui,davidfantasy,mybatis-plus-generator-ui,Java,29.52,Not Ready,0,29.52,24.67,30.45,29.46,38.93,1976,488,1976,30,20,20,100,2411,41,2260,5,1,1,1604.0,0.2,0.0,0.1333,0.4,32.8,2.6667,4,0.0133,432,0.25,0.35,0.95,1.0,0.35,0.0,0.0,0.55,0.02,0.05,0.0,0.14,0,0,0,2,9,0.1333,0.2667,71.6,0.0,6.2857,5,5.92,31837.39
AgentOps-AI_tokencost,AgentOps-AI,tokencost,Python,29.51,Not Ready,0,29.51,16.97,35.8,53.42,23.69,1995,106,1995,30,20,20,19,2264,29,954,0,1,1,1522.75,0.0333,0.0,0.0,0.0,71.3667,7.3,3,0.0314,312,0.5,0.5,0.8,1.0,0.75,0.0,0.0,0.2105,0.1053,0.1053,0.1053,0.0526,1,0,0,1,2,0.2333,0.8,67.1,0.0,0.3333,1,0.6842,121676.9474
shadowsocks_shadowsocks-android,shadowsocks,shadowsocks-android,Kotlin,29.48,Not Ready,0,29.48,24.53,24.4,26.42,36.67,36731,11471,36731,30,20,20,100,53845,75,4957,0,1,1,30416.0,0.2667,0.0667,0.0,0.0,43.4,5.8667,4,0.0061,154,0.1,0.7,1.4,0.4444,0.15,0.0,0.0,0.54,0.03,0.02,0.06,0.01,1,0,1,0,9,0.1,0.4,0.0,0.0,0.3333,2,5.53,10847.9
google-research_sparf,google-research,sparf,Python,29.4,Not Ready,0,29.4,21.44,54.62,4.5,46.83,300,17,300,9,16,10,100,1279,7,1174,13,1,1,229.25,0.0,0.1111,0.0,0.2222,43.4444,5.0,4,0.0077,95,0.75,0.25,2.125,1.0,0.1,0.0,0.0,0.83,0.1,0.02,0.02,0.04,0,0,1,1,3,0.1111,0.1111,32.25,0.0,35.0,2,2.12,20973.13
antfu_pnpm-patch-i,antfu,pnpm-patch-i,TypeScript,29.39,Not Ready,0,29.39,20.47,21.5,56.0,27.39,300,7,300,30,2,5,18,517,1,1273,32,1,1,226.75,0.2667,0.0667,0.0333,0.0333,26.3,3.9667,3,0.0236,83,0.5,1.0,1.5,1.0,0.8,0.0,0.0,0.2222,0.1667,0.1111,0.0,0.0,1,0,1,1,2,0.1667,0.4333,30.0,0.0,0.0,2,0.4444,9532.9444
ros-perception_depthimage_to_laserscan,ros-perception,depthimage_to_laserscan,C++,29.39,Not Ready,0,29.39,28.77,42.45,24.3,30.7,299,188,299,30,20,20,17,95,25,4968,16,1,1,271.25,0.1333,0.0667,0.0667,0.0333,101.3333,11.4333,4,0.006,917,0.55,0.6,1.45,1.0,0.5,0.0,0.0,0.2941,0.1765,0.0588,0.0588,0.0,0,0,1,0,2,0.1,0.1,3.0,0.0,18.2,2,0.7647,3250.1765
liberapay_liberapay.com,liberapay,liberapay.com,Python,29.39,Not Ready,0,29.39,31.47,44.11,27.85,23.35,1995,257,1995,30,20,20,100,155099,532,4070,1,0,1,1560.5,0.1,0.1667,0.0333,0.0,97.3333,10.6333,20,0.0074,21,0.35,0.35,0.9,0.5385,0.25,0.0,0.0,0.07,0.02,0.04,0.01,0.0,1,0,1,0,3,0.6,0.5667,0.2857,0.0,3.4,3,1.29,83853.49
boxerprogrammer_directx12_samples,boxerprogrammer,directx12_samples,C++,29.38,Not Ready,0,29.38,21.63,38.7,45.0,23.65,299,74,299,30,20,6,100,3592,25,2659,10,1,1,242.75,0.0667,0.0667,0.0333,0.0333,43.0667,3.1333,5,0.0113,870,0.0,0.05,0.2,1.0,1.0,0.0,0.0,0.33,0.0,0.01,0.0,0.0,0,0,0,0,3,0.3667,0.2333,0.0,0.0,154.5,1,2.04,5197.5
cerebral_cerebral,cerebral,cerebral,JavaScript,29.35,Not Ready,0,29.35,34.33,49.35,9.0,32.23,1994,124,1994,30,20,20,100,15879,7,4083,8,1,1,1526.5,0.5667,0.1333,0.0333,0.1333,70.8667,9.5,3,0.0073,115,1.0,0.75,1.85,0.0,0.2,0.0,0.0,0.12,0.51,0.05,0.03,0.09,1,0,0,2,4,0.0,0.2,314.6,0.0,361.75,4,2.13,30177.67
volaradlp_minercli,volaradlp,minercli,Python,29.28,Not Ready,0,29.28,19.33,24.1,37.62,41.73,300,179,300,30,20,14,48,401,31,743,61,0,1,269.75,0.0333,0.2333,0.1667,0.1667,25.6667,3.8333,2,0.0404,514,0.1,0.35,0.6,1.0,0.4286,0.0,0.0,0.7083,0.0208,0.0625,0.0,0.0,0,1,0,1,3,0.0333,0.4,236.0,0.0,1.6667,2,1.5417,10870.0417
patrikhuber_eos,patrikhuber,eos,C++,29.27,Not Ready,0,29.27,39.33,50.15,22.5,14.82,1975,595,1975,30,20,20,100,14975,31,4171,0,1,1,1630.0,0.1333,0.4667,0.0667,0.0333,176.2667,26.5,2,0.0072,526,0.85,0.55,2.65,1.0,0.5,0.0,0.0,0.06,0.02,0.05,0.0,0.01,1,0,0,0,4,0.2,0.2667,89.2941,0.0,27.4,1,2.63,22492.04
nonstrict-hq_CloudStorage,nonstrict-hq,CloudStorage,Swift,29.23,Not Ready,0,29.23,31.5,50.55,26.5,19.93,298,32,298,30,9,10,58,76,2,2187,31,1,1,231.5,0.2333,0.2333,0.0667,0.0667,40.0667,5.5,6,0.0137,540,0.8889,0.5556,1.6667,1.0,0.5,0.0,0.0,0.2069,0.0345,0.0172,0.0,0.0,0,0,0,0,9,0.1333,0.0,135.5,0.0,16.0,1,4.8448,2053.2931
thedotmack_claude-mem,thedotmack,claude-mem,JavaScript,29.18,Not Ready,0,29.18,25.1,21.2,29.0,23.65,87153,7538,87153,30,20,20,100,267889,237,316,0,1,1,67249.25,0.2,0.0,0.0,0.0667,135.9,17.4333,1,0.0949,1,0.15,0.85,0.7,0.0,0.2,0.0,0.0,0.0,0.45,0.05,0.02,0.0,1,1,0,0,2,0.8,0.6333,0.0,0.0,0.0,2,1.38,12725.44
Apollo3zehn_FluentModbus,Apollo3zehn,FluentModbus,C#,29.17,Not Ready,0,29.17,31.1,30.4,20.25,38.91,299,105,299,30,20,20,84,8766,64,2627,0,1,1,250.5,0.2,0.1333,0.1,0.1,68.7667,6.9333,7,0.0114,55,0.3,0.45,1.9,0.9286,0.45,0.0,0.0,0.4524,0.0238,0.0238,0.1429,0.0476,1,0,0,0,3,0.0,0.0333,75.0,0.0,32.1111,3,1.9286,7995.3452
ApsarasX_llvm-bindings,ApsarasX,llvm-bindings,C++,29.13,Not Ready,0,29.13,29.53,40.5,20.25,33.65,299,31,299,30,20,20,100,338,13,1937,0,1,1,232.0,0.1333,0.3,0.0667,0.0667,66.8,7.2,4,0.0155,1365,0.7,0.7,3.5,1.0,0.05,0.0,0.0,0.36,0.05,0.03,0.0,0.0,1,0,1,1,2,0.1667,0.1,17.5714,0.0,2.0,3,1.77,6518.36
mettle_sendportal-core,mettle,sendportal-core,PHP,29.12,Not Ready,0,29.12,37.57,29.0,24.5,29.2,299,150,299,30,20,20,100,3331,37,2230,2,1,1,261.75,0.3,0.1333,0.0,0.0333,111.9667,13.5667,12,0.0135,796,0.25,0.4,1.0,1.0,0.1,0.0,0.0,0.33,0.03,0.04,0.0,0.4,1,0,0,2,3,0.0,0.0,294.4,0.0,0.0,4,2.04,42908.53
lvzhenbo_115-plus-desktop,lvzhenbo,115-plus-desktop,Rust,29.04,Not Ready,0,29.04,13.9,60.18,35.0,24.5,300,22,300,30,17,3,100,3272,6,470,0,1,1,230.5,0.4,0.0,0.0,0.0333,26.8,2.5667,1,0.0638,7,0.6471,0.0588,6.0588,0.5,0.3333,0.0,0.0,0.21,0.03,0.07,0.0,0.5,1,0,0,2,4,0.3,0.3333,28.0909,0.0,0.0,3,2.15,25365.04
seomoz_qless,seomoz,qless,Ruby,28.9,Not Ready,0,28.9,30.5,34.82,22.67,33.56,300,73,300,30,20,20,100,1847,54,5248,31,1,1,243.25,0.3333,0.1667,0.0,0.0333,56.8,8.1667,4,0.0057,165,0.3,0.55,2.15,1.0,0.3,0.0,0.0,0.36,0.02,0.01,0.04,0.03,1,0,0,1,6,0.0,0.3333,2.8333,0.0,10.8333,4,3.17,8784.84
yjeanrenaud_yj_nearbyglasses,yjeanrenaud,yj_nearbyglasses,Kotlin,28.87,Not Ready,0,28.87,31.43,54.1,28.89,13.95,1943,89,1943,30,20,20,100,33947,14,152,0,1,1,1479.5,0.1,0.4667,0.0,0.3,32.2,5.1,4,0.1974,36,0.7,0.25,3.6,0.5,0.35,0.0,0.0,0.08,0.05,0.04,0.0,0.25,0,0,1,2,9,0.2333,0.4333,30.7857,0.0,6.8571,1,5.17,62660.46
nfc-tools_libnfc,nfc-tools,libnfc,C,28.86,Not Ready,0,28.86,53.83,31.8,6.75,23.3,1979,480,1979,30,20,20,100,2409,116,4120,0,1,1,1604.25,0.5667,0.2667,0.0333,0.1667,200.3333,27.6667,16,0.0073,495,0.2,0.55,0.8,0.9375,0.15,0.0,0.0,0.19,0.01,0.05,0.0,0.0,1,0,0,0,4,0.3667,0.0,0.5,0.0,73.3333,2,1.44,4349.08
microsoft_AdaptiveCards,microsoft,AdaptiveCards,C#,28.83,Not Ready,0,28.83,51.33,19.75,30.32,14.4,1961,597,1961,30,20,20,100,373697,887,3504,1,1,1,1620.0,0.3333,0.4333,0.0,0.1,190.4,23.6667,10,0.0086,116,0.15,0.55,0.25,0.2353,0.35,0.0,0.0,0.01,0.11,0.04,0.02,0.05,1,0,1,0,3,0.0333,0.1333,18.6667,0.0,5.4286,1,1.59,3877.58
QL-Win_QuickLook,QL-Win,QuickLook,C#,28.8,Not Ready,0,28.8,22.87,44.1,55.75,2.11,24065,1273,24065,30,20,20,100,346769,181,3379,0,1,1,18367.0,0.0667,0.4,0.1,0.0,42.0,6.0333,2,0.0089,6,0.5,0.55,1.4,0.0,0.8,0.0,0.0,0.0,0.01,0.02,0.0,0.78,1,0,0,0,3,0.1667,0.3333,0.8,0.0,0.25,0,1.81,119499.92
codecadwallader_codemaid,codecadwallader,codemaid,C#,28.79,Not Ready,0,28.79,49.67,32.15,24.75,12.32,1983,368,1983,30,20,20,100,15527,506,4377,2,1,1,1579.25,0.3333,0.3333,0.0667,0.0333,184.0,27.8,5,0.0069,273,0.05,0.3,1.15,0.7895,0.55,0.0,0.0,0.04,0.02,0.03,0.16,0.61,0,0,1,0,6,0.2667,0.1,2.0,0.0,21.6364,1,3.39,5276.89
CITGuru_PyInquirer,CITGuru,PyInquirer,Python,28.74,Not Ready,0,28.74,36.13,26.65,20.0,34.3,1997,228,1997,30,20,20,68,275,110,2952,3,1,1,1554.75,0.3333,0.2,0.0,0.3,56.5333,7.4667,7,0.0102,1916,0.1,0.3,1.65,1.0,0.0,0.0,0.0,0.4118,0.1765,0.0588,0.2794,0.1176,1,0,0,1,2,0.3,0.2667,424.0,0.0,0.0,1,1.1029,3360.0735
jessepwj_CCteam-creator,jessepwj,CCteam-creator,Python,28.62,Not Ready,0,28.62,51.33,48.28,0.0,20.0,300,46,300,30,7,0,24,1184,5,118,6,1,1,236.5,0.4333,0.6333,0.1333,0.5,695.6667,93.4333,1,0.2542,91,0.2857,0.1429,1.1429,0.6,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.25,0,0,0,0,4,0.0333,0.4333,0.0,0.0,0.0,1,2.125,26189.0833
jakemarsh_CostumeKit,jakemarsh,CostumeKit,Swift,28.61,Not Ready,0,28.61,24.0,40.0,20.0,38.21,299,14,299,17,1,1,29,43,1,3575,13,1,1,227.75,0.2353,0.1765,0.0,0.4706,63.6471,8.0588,1,0.0048,194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6897,0.069,0.0345,0.0345,0.0,0,0,0,0,3,0.0588,0.0,0.0,0.0,0.0,1,1.3793,2288.4483
bilibili_ijkplayer,bilibili,ijkplayer,C,28.61,Not Ready,0,28.61,36.43,30.45,20.0,23.12,33175,8231,33175,30,20,20,100,8283,2895,4789,0,1,1,26939.0,0.4,0.2,0.0667,0.0,68.9,8.4333,8,0.0063,1905,0.15,0.25,1.95,1.0,0.0,0.0,0.0,0.13,0.01,0.17,0.04,0.01,1,0,0,5,12,0.1,0.2333,34.3333,0.0,0.0,2,4.83,2845.14
hashicorp_vagrant,hashicorp,vagrant,Ruby,28.59,Not Ready,0,28.59,43.6,16.0,13.5,32.2,27187,4406,27187,30,20,20,100,82683,751,6018,0,1,1,21491.75,0.1,0.3667,0.0,0.0333,310.9667,18.9333,10,0.005,3,0.2,0.75,0.5,0.5,0.2,0.0,0.0,0.26,0.08,0.01,0.09,0.0,1,0,1,1,4,0.0333,0.3,19.25,0.0,15.5,4,1.79,5348.09
jeecgboot_JeecgBoot,jeecgboot,JeecgBoot,Java,28.55,Not Ready,0,28.55,10.23,33.3,20.0,45.2,47065,16079,47065,30,20,20,100,97082,49,2786,0,1,1,39318.5,0.0667,0.0,0.0333,0.0667,66.4333,4.7333,1,0.0108,0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.62,0.04,0.07,0.11,0.0,0,1,0,1,11,0.1333,0.4667,1.0,0.0,0.0,3,7.29,60090.23
NVIDIA-RTX_NVRHI,NVIDIA-RTX,NVRHI,C++,28.54,Not Ready,0,28.54,28.33,28.15,29.25,33.25,1973,222,1973,30,20,20,84,1020,24,1827,0,1,0,1535.25,0.2333,0.3,0.0,0.0333,69.0667,8.3333,3,0.0164,27,0.4,0.65,1.65,0.6667,0.65,0.0,0.0,0.5952,0.0119,0.0238,0.0,0.0,1,0,0,0,3,0.0333,0.3333,45.0,0.0,60.9231,1,1.8214,21504.1548
jie65535_GrasscutterCommandGenerator,jie65535,GrasscutterCommandGenerator,C#,28.5,Not Ready,0,28.5,23.37,59.25,49.72,0.44,1993,245,1993,30,20,20,100,32000,15,1534,1,1,1,1556.0,0.1,0.1,0.0667,0.0333,38.9667,6.0333,4,0.0196,6,0.75,0.1,2.25,1.0,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.97,1,0,0,0,2,0.3,0.3667,45.2667,0.0,8.5294,0,1.96,121737.34
frederik-h_acer-wmi-battery,frederik-h,acer-wmi-battery,C,28.45,Not Ready,0,28.45,44.82,29.2,15.75,26.17,300,49,300,27,20,20,6,24,63,1504,0,1,1,237.25,0.1852,0.4815,0.0,0.3333,87.5185,13.1481,8,0.018,169,0.05,0.1,0.2,0.2632,0.35,0.0,0.0,0.1667,0.3333,0.3333,0.0,0.0,0,0,0,0,0,0.6296,0.1111,16.0,0.0,56.4286,1,0.0,5695.8333
TwoSevenOneT_EDRChoker,TwoSevenOneT,EDRChoker,C#,28.43,Not Ready,0,28.43,23.67,80.0,0.0,27.55,300,48,300,6,1,0,9,15,0,37,0,0,1,237.0,0.0,0.3333,0.0,0.8333,21.3333,2.6667,2,0.1622,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.1111,0.2222,0.0,0.0,0,0,0,0,1,1.0,0.1667,0.0,0.0,0.0,1,0.1111,2435.7778
dhchung_nv_liom,dhchung,nv_liom,C++,28.38,Not Ready,0,28.38,14.0,70.71,20.0,27.39,300,32,300,10,7,1,18,910,0,820,13,1,1,233.0,0.1,0.3,0.0,0.0,20.1,3.0,1,0.0122,329,1.0,0.1429,5.0,0.0,0.0,0.0,0.0,0.3889,0.1111,0.0556,0.0,0.0556,0,0,0,0,1,0.3,0.2,51.0,0.0,0.0,1,0.7778,30358.6667
nginx_nginx-prometheus-exporter,nginx,nginx-prometheus-exporter,Go,28.35,Not Ready,0,28.35,32.0,47.95,20.0,22.95,1997,371,1997,30,20,20,60,5357,46,2966,1,1,1,1590.5,0.0,0.0,0.0,0.3,378.5667,36.5333,3,0.0101,71,0.9,0.7,2.95,0.5,0.0,0.0,0.0,0.0833,0.1667,0.0667,0.05,0.0167,1,1,1,1,2,0.5,0.2,55.8333,0.0,0.0,2,1.0,19217.8667
softwaretechnik-berlin_dbml-renderer,softwaretechnik-berlin,dbml-renderer,JavaScript,28.32,Not Ready,0,28.32,30.67,42.7,24.55,24.45,300,37,300,30,20,11,100,1293,14,2036,13,0,0,234.25,0.1333,0.2333,0.0667,0.1333,63.5,9.0,4,0.0147,371,0.6,0.4,0.7,0.75,0.5455,0.0,0.0,0.16,0.01,0.03,0.02,0.25,1,0,0,1,2,0.0,0.0,203.5833,0.0,71.6667,3,0.98,11256.53
bayandin_awesome-awesomeness,bayandin,awesome-awesomeness,Ruby,28.31,Not Ready,0,28.31,42.73,35.3,20.0,12.29,33542,3602,33542,30,20,20,7,381,58,4389,0,0,1,26057.0,0.3333,0.4333,0.0,0.1667,82.1667,10.7333,11,0.0068,1572,0.2,0.15,1.8,1.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,1,0,1,0,1,0.1333,0.3667,103.75,0.0,0.0,0,0.1429,4727.2857
nathanfranke_gdextension,nathanfranke,gdextension,C++,28.3,Not Ready,0,28.3,21.73,40.0,41.83,21.43,299,34,299,30,7,6,23,86,2,1493,10,1,1,232.75,0.2333,0.0333,0.0,0.2,39.2,5.4,3,0.0201,563,0.7143,0.7143,2.8571,1.0,0.5,0.0,0.0,0.1304,0.087,0.2174,0.087,0.0435,1,0,0,0,4,0.1667,0.2333,209.8,0.0,0.6667,1,1.087,1128.5652
shyam999_Hot-Food,shyam999,Hot-Food,JavaScript,28.26,Not Ready,0,28.26,37.3,46.11,20.25,18.4,300,75,300,30,9,20,100,5029,7,2500,18,1,1,243.75,0.0667,0.5,0.0,0.0333,263.2333,19.6333,2,0.012,939,0.7778,0.5556,1.6667,1.0,0.45,0.0,0.0,0.23,0.01,0.02,0.0,0.25,0,0,0,1,6,0.0,0.8333,136.4286,0.0,163.7778,1,3.39,22429.31
signalapp_Signal-Android,signalapp,Signal-Android,Kotlin,28.21,Not Ready,0,28.21,31.86,23.01,20.0,32.65,29033,6798,29033,30,20,20,100,2414352,468,5324,0,1,1,23474.25,0.3333,0.1333,0.0333,0.0,49.1,7.0333,6,0.0056,3,0.35,1.0,1.3,0.0,0.0,0.0,0.0,0.1,0.03,0.03,0.42,0.0,1,0,1,0,5,0.0,0.0,2.2857,0.0,0.0,3,3.14,1781.01
pbootcmspro_PbootCMS,pbootcmspro,PbootCMS,PHP,28.21,Not Ready,0,28.21,7.68,62.35,18.53,40.4,300,84,300,19,20,17,100,6281,4,934,0,1,1,246.0,0.0,0.0,0.0,0.0,20.2105,1.6842,2,0.0203,0,0.9,0.25,3.85,0.0,0.4118,0.0,0.0,0.58,0.02,0.02,0.0,0.05,0,0,0,0,6,0.1053,0.1579,56.7222,0.0,45.2857,3,4.26,18304.71
Nutlope_llamatutor,Nutlope,llamatutor,TypeScript,28.16,Not Ready,0,28.16,26.27,40.83,33.27,22.19,1992,332,1992,30,6,14,46,12129,11,725,0,0,1,1577.0,0.1667,0.2,0.0333,0.0333,46.0,6.1,4,0.0414,1,0.0,0.0,0.8333,1.0,0.3571,0.0,0.0,0.1304,0.0217,0.0435,0.0,0.3913,0,0,0,1,3,0.0333,0.2,0.0,0.0,2.8,3,0.8261,104241.0
orangeduck_Corange,orangeduck,Corange,C,28.15,Not Ready,0,28.15,48.8,35.9,24.75,8.45,1982,212,1982,30,20,20,100,240508,22,5550,4,1,1,1539.5,0.8333,0.0333,0.0,0.0667,108.7667,15.8,9,0.0054,770,0.4,0.7,3.9,1.0,0.55,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0,0,0,0,3,0.5667,0.2667,3.0,0.0,51.0909,0,2.57,43416.93
aws_amazon-q-developer-cli,aws,amazon-q-developer-cli,Rust,28.14,Not Ready,0,28.14,43.3,10.3,22.25,33.62,1978,437,1978,30,20,20,100,43765,1297,658,1,1,1,1592.75,0.3,0.3,0.1333,0.0333,96.3667,13.9667,10,0.0456,81,0.05,1.0,0.3,0.0,0.05,0.0,0.0,0.54,0.04,0.06,0.08,0.01,1,0,1,3,5,0.1667,0.5,2.0,0.0,0.0,1,3.28,24202.28
rapid7_metasploit-framework,rapid7,metasploit-framework,Ruby,28.13,Not Ready,0,28.13,36.63,24.05,28.5,16.66,38573,14894,38573,30,20,20,100,1225142,599,5432,0,1,1,32653.25,0.1333,0.3667,0.1,0.0333,81.9333,9.8,13,0.0055,0,0.2,0.7,1.05,0.0,0.2,0.0,0.0,0.1,0.08,0.02,0.02,0.08,1,1,1,1,5,0.0667,0.0,4.0,0.0,0.5,1,1.63,3786.4
javaterminal_TerminalFX,javaterminal,TerminalFX,Java,28.12,Not Ready,0,28.12,21.57,47.63,31.63,24.26,299,50,299,30,20,17,100,14825,18,4074,76,1,1,236.75,0.0,0.0667,0.0,0.3333,38.6667,4.9,4,0.0074,299,0.55,0.4,1.9,1.0,0.2941,0.0,0.0,0.15,0.01,0.03,0.0,0.18,0,0,0,1,7,0.4333,0.2,4.2727,0.0,1.6,3,5.3,161077.47
JetBrains_kotlin,JetBrains,kotlin,Kotlin,28.1,Not Ready,0,28.1,54.0,0.0,24.5,14.82,53135,6358,53135,30,0,20,100,4890188,341,5264,0,0,1,41440.75,0.4333,0.4667,0.0667,0.0,385.6,52.5333,10,0.0057,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.33,0.01,0,0,0,0,3,0.1,0.1667,0.0,0.0,0.0,0,1.85,1955.47
SocketCluster_socketcluster-client,SocketCluster,socketcluster-client,JavaScript,28.02,Not Ready,0,28.02,12.1,33.0,36.33,40.0,300,90,300,30,20,20,15,3600,23,4676,94,1,1,247.5,0.1667,0.1,0.0,0.0,23.9667,3.7667,1,0.0064,237,0.4,0.5,2.0,1.0,0.65,0.0,0.0,0.6667,0.1333,0.1333,0.0667,0.0,0,0,0,1,1,0.2333,0.1667,83.625,0.0,12.9231,1,0.4667,14349.6667
jukibom_FlyDangerous,jukibom,FlyDangerous,C#,28.0,Not Ready,0,28.0,31.87,32.55,44.79,12.07,300,29,300,30,20,20,100,2955796,91,2022,16,1,1,232.25,0.5667,0.0667,0.1,0.0,75.4333,11.7,2,0.0148,91,0.25,0.3,1.55,1.0,0.65,0.0,0.0,0.01,0.0,0.02,0.0,0.06,0,0,0,0,4,0.1667,0.4,386.6,0.0,4.4615,1,2.83,8550.82
SchildiChat_schildichat-android-next,SchildiChat,schildichat-android-next,Kotlin,27.98,Not Ready,0,27.98,39.23,35.08,23.5,20.07,298,36,298,30,20,6,100,128183,61,1016,0,1,1,232.5,0.1,0.1667,0.0,0.0,172.8667,18.9,8,0.0295,4,0.3,0.5,1.75,0.2143,0.1667,0.0,0.0,0.02,0.03,0.04,0.23,0.26,1,0,0,1,8,0.0,0.0,3.6667,0.0,4.0,2,3.08,4719.6
toasterllc_debase,toasterllc,debase,C,27.94,Not Ready,0,27.94,24.17,41.67,37.0,20.4,299,5,299,30,3,5,100,22343,3,1592,69,1,1,225.5,0.0667,0.1667,0.0667,0.1,62.4,8.5,3,0.0188,449,0.3333,0.3333,0.3333,1.0,0.4,0.0,0.0,0.08,0.02,0.11,0.01,0.0,1,0,0,0,5,0.1667,0.5667,2.0,0.0,1.0,2,3.1,59608.79
licyk_qwen-tts-webui,licyk,qwen-tts-webui,Python,27.88,Not Ready,0,27.88,41.77,0.0,20.0,43.56,300,12,300,30,0,1,39,118,0,169,1,1,1,228.0,0.1667,0.5,0.1,0.4333,130.8,19.6,1,0.1775,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7436,0.0513,0.0769,0.0,0.0,1,0,0,2,2,0.1,0.3333,0.0,0.0,0.0,2,1.2308,6550.1282
kilimchoi_engineering-blogs,kilimchoi,engineering-blogs,Ruby,27.88,Not Ready,0,27.88,36.63,33.55,20.0,17.45,38402,2024,38402,30,20,20,11,1339,150,4048,0,0,1,29307.5,0.0667,0.5333,0.0,0.1333,65.8,8.3,14,0.0074,769,0.15,0.1,0.55,1.0,0.0,0.0,0.0,0.0909,0.0909,0.0909,0.0,0.0,1,0,1,1,2,0.0667,0.1667,608.6667,0.0,0.0,1,0.2727,9156.8182
vzhd1701_gridplayer,vzhd1701,gridplayer,Python,27.84,Not Ready,0,27.84,27.4,19.95,17.5,47.0,2000,176,2000,30,20,20,100,10174,159,1734,0,1,1,1544.0,0.2667,0.2,0.0333,0.1,49.9,7.5667,3,0.0173,181,0.05,0.55,0.45,0.4211,0.3,0.0,0.0,0.86,0.04,0.01,0.01,0.0,1,0,1,0,3,0.0,0.0,6.0,0.0,16.0,2,2.03,90981.9
iina_iina,iina,iina,Swift,27.83,Not Ready,0,27.83,30.47,17.0,30.85,24.3,45555,2862,45555,30,20,20,100,248779,1899,3494,0,1,1,34881.75,0.2667,0.2,0.0,0.0,60.6333,9.1333,4,0.0086,9,0.1,0.9,1.0,0.0,0.25,0.0,0.0,0.1,0.04,0.06,0.0,0.05,1,0,1,0,3,0.2667,0.5333,1.0,0.0,0.4,3,2.11,15245.99
Bourhjoul_Mern-Ecommerce-website,Bourhjoul,Mern-Ecommerce-website,JavaScript,27.79,Not Ready,0,27.79,29.44,29.5,20.0,36.5,300,91,300,16,8,20,100,6725,147,1930,5,0,1,247.75,0.25,0.0625,0.0,0.1875,49.75,6.3125,5,0.0083,1495,0.0,0.375,0.75,1.0,0.0,0.0,0.0,0.52,0.02,0.04,0.0,0.3,0,0,0,1,5,0.5,0.375,0.0,0.0,0.0,3,2.85,28585.15
